,epo-24,epo-21,epo-18,epo-15,epo-12,epo-9,epo-6,epo-3,epo0,epo3,epo6,epo9,epo12,epo15,nao-24,nao-21,nao-18,nao-15,nao-12,nao-9,nao-6,nao-3,nao0,nao3,nao6,nao9,nao12,nao15,pna-24,pna-21,pna-18,pna-15,pna-12,pna-9,pna-6,pna-3,pna0,pna3,pna6,pna9,pna12,pna15,wpo-24,wpo-21,wpo-18,wpo-15,wpo-12,wpo-9,wpo-6,wpo-3,wpo0,wpo3,wpo6,wpo9,wpo12,wpo15
2901,137.95,130.25,73.39,154.38,233.48,126.65,154.85,107.97,196.57,106.73,174.44,74.80,105.80,221.12,165.11,133.92,80.02,121.71,132.41,151.18,299.99,209.33,45.74,150.89,119.06,368.83,356.83,281.76,134.48,235.41,19.80,80.48,112.41,193.53,197.91,58.28,71.71,37.75,31.59,95.80,102.03,32.76,13.52,10.76,60.96,86.40,10.67,179.61,98.57,249.18,119.27,79.18,45.62,32.77,128.64,5.97
2902,197.76,98.28,4.26,117.71,137.66,118.31,175.74,134.19,212.71,45.96,180.70,41.32,140.21,279.98,183.32,46.25,135.43,171.46,122.73,197.77,230.35,83.40,84.09,193.77,161.52,411.68,322.21,214.76,50.36,171.82,18.20,25.22,192.30,147.50,143.72,205.13,47.46,25.94,70.63,103.44,19.12,47.04,7.16,52.57,12.52,126.80,17.17,175.94,107.79,228.74,60.99,86.02,38.97,75.52,121.10,54.86
2903,201.87,127.07,85.26,186.50,36.69,133.11,122.45,156.17,159.81,57.86,126.82,45.56,163.82,293.55,200.02,27.36,104.92,183.55,129.04,289.22,219.63,9.99,98.93,142.50,248.23,384.63,313.32,203.04,117.24,106.57,71.92,49.44,236.02,198.87,29.86,184.63,43.38,26.48,91.98,118.52,37.32,54.85,6.30,89.01,4.58,76.67,91.89,124.45,159.21,180.58,63.15,62.04,16.44,111.31,55.36,49.28
2904,130.25,73.39,154.38,233.48,126.65,154.85,107.97,196.57,106.73,174.44,74.80,105.80,221.12,182.14,133.92,80.02,121.71,132.41,151.18,299.99,209.33,45.74,150.89,119.06,368.83,356.83,281.76,177.30,235.41,19.80,80.48,112.41,193.53,197.91,58.28,71.71,37.75,31.59,95.80,102.03,32.76,186.46,10.76,60.96,86.40,10.67,179.61,98.57,249.18,119.27,79.18,45.62,32.77,128.64,5.97,6.50
2905,98.28,4.26,117.71,137.66,118.31,175.74,134.19,212.71,45.96,180.70,41.32,140.21,279.98,111.94,46.25,135.43,171.46,122.73,197.77,230.35,83.40,84.09,193.77,161.52,411.68,322.21,214.76,109.41,171.82,18.20,25.22,192.30,147.50,143.72,205.13,47.46,25.94,70.63,103.44,19.12,47.04,141.03,52.57,12.52,126.80,17.17,175.94,107.79,228.74,60.99,86.02,38.97,75.52,121.10,54.86,16.70
2906,127.07,85.26,186.50,36.69,133.11,122.45,156.17,159.81,57.86,126.82,45.56,163.82,293.55,136.24,27.36,104.92,183.55,129.04,289.22,219.63,9.99,98.93,142.50,248.23,384.63,313.32,203.04,85.72,106.57,71.92,49.44,236.02,198.87,29.86,184.63,43.38,26.48,91.98,118.52,37.32,54.85,45.57,89.01,4.58,76.67,91.89,124.45,159.21,180.58,63.15,62.04,16.44,111.31,55.36,49.28,7.16
2907,73.39,154.38,233.48,126.65,154.85,107.97,196.57,106.73,174.44,74.80,105.80,221.12,182.14,163.06,80.02,121.71,132.41,151.18,299.99,209.33,45.74,150.89,119.06,368.83,356.83,281.76,177.30,23.28,19.80,80.48,112.41,193.53,197.91,58.28,71.71,37.75,31.59,95.80,102.03,32.76,186.46,128.04,60.96,86.40,10.67,179.61,98.57,249.18,119.27,79.18,45.62,32.77,128.64,5.97,6.50,20.78
2908,4.26,117.71,137.66,118.31,175.74,134.19,212.71,45.96,180.70,41.32,140.21,279.98,111.94,153.64,135.43,171.46,122.73,197.77,230.35,83.40,84.09,193.77,161.52,411.68,322.21,214.76,109.41,2.63,18.20,25.22,192.30,147.50,143.72,205.13,47.46,25.94,70.63,103.44,19.12,47.04,141.03,152.74,12.52,126.80,17.17,175.94,107.79,228.74,60.99,86.02,38.97,75.52,121.10,54.86,16.70,5.48
2909,85.26,186.50,36.69,133.11,122.45,156.17,159.81,57.86,126.82,45.56,163.82,293.55,136.24,74.91,104.92,183.55,129.04,289.22,219.63,9.99,98.93,142.50,248.23,384.63,313.32,203.04,85.72,5.28,71.92,49.44,236.02,198.87,29.86,184.63,43.38,26.48,91.98,118.52,37.32,54.85,45.57,241.67,4.58,76.67,91.89,124.45,159.21,180.58,63.15,62.04,16.44,111.31,55.36,49.28,7.16,15.14
2910,154.38,233.48,126.65,154.85,107.97,196.57,106.73,174.44,74.80,105.80,221.12,182.14,163.06,9.69,121.71,132.41,151.18,299.99,209.33,45.74,150.89,119.06,368.83,356.83,281.76,177.30,23.28,0.26,80.48,112.41,193.53,197.91,58.28,71.71,37.75,31.59,95.80,102.03,32.76,186.46,128.04,346.51,86.40,10.67,179.61,98.57,249.18,119.27,79.18,45.62,32.77,128.64,5.97,6.50,20.78,39.06
2911,117.71,137.66,118.31,175.74,134.19,212.71,45.96,180.70,41.32,140.21,279.98,111.94,153.64,33.46,171.46,122.73,197.77,230.35,83.40,84.09,193.77,161.52,411.68,322.21,214.76,109.41,2.63,22.61,25.22,192.30,147.50,143.72,205.13,47.46,25.94,70.63,103.44,19.12,47.04,141.03,152.74,406.07,126.80,17.17,175.94,107.79,228.74,60.99,86.02,38.97,75.52,121.10,54.86,16.70,5.48,39.71
2912,186.50,36.69,133.11,122.45,156.17,159.81,57.86,126.82,45.56,163.82,293.55,136.24,74.91,94.68,183.55,129.04,289.22,219.63,9.99,98.93,142.50,248.23,384.63,313.32,203.04,85.72,5.28,45.84,49.44,236.02,198.87,29.86,184.63,43.38,26.48,91.98,118.52,37.32,54.85,45.57,241.67,409.30,76.67,91.89,124.45,159.21,180.58,63.15,62.04,16.44,111.31,55.36,49.28,7.16,15.14,34.05
2913,233.48,126.65,154.85,107.97,196.57,106.73,174.44,74.80,105.80,221.12,182.14,163.06,9.69,114.33,132.41,151.18,299.99,209.33,45.74,150.89,119.06,368.83,356.83,281.76,177.30,23.28,0.26,148.23,112.41,193.53,197.91,58.28,71.71,37.75,31.59,95.80,102.03,32.76,186.46,128.04,346.51,406.11,10.67,179.61,98.57,249.18,119.27,79.18,45.62,32.77,128.64,5.97,6.50,20.78,39.06,3.60
2914,137.66,118.31,175.74,134.19,212.71,45.96,180.70,41.32,140.21,279.98,111.94,153.64,33.46,77.83,122.73,197.77,230.35,83.40,84.09,193.77,161.52,411.68,322.21,214.76,109.41,2.63,22.61,185.83,192.30,147.50,143.72,205.13,47.46,25.94,70.63,103.44,19.12,47.04,141.03,152.74,406.07,336.50,17.17,175.94,107.79,228.74,60.99,86.02,38.97,75.52,121.10,54.86,16.70,5.48,39.71,19.41
2915,36.69,133.11,122.45,156.17,159.81,57.86,126.82,45.56,163.82,293.55,136.24,74.91,94.68,19.39,129.04,289.22,219.63,9.99,98.93,142.50,248.23,384.63,313.32,203.04,85.72,5.28,45.84,129.05,236.02,198.87,29.86,184.63,43.38,26.48,91.98,118.52,37.32,54.85,45.57,241.67,409.30,330.67,91.89,124.45,159.21,180.58,63.15,62.04,16.44,111.31,55.36,49.28,7.16,15.14,34.05,21.51
2916,126.65,154.85,107.97,196.57,106.73,174.44,74.80,105.80,221.12,182.14,163.06,9.69,114.33,109.10,151.18,299.99,209.33,45.74,150.89,119.06,368.83,356.83,281.76,177.30,23.28,0.26,148.23,106.35,193.53,197.91,58.28,71.71,37.75,31.59,95.80,102.03,32.76,186.46,128.04,346.51,406.11,310.22,179.61,98.57,249.18,119.27,79.18,45.62,32.77,128.64,5.97,6.50,20.78,39.06,3.60,4.35
2917,118.31,175.74,134.19,212.71,45.96,180.70,41.32,140.21,279.98,111.94,153.64,33.46,77.83,170.01,197.77,230.35,83.40,84.09,193.77,161.52,411.68,322.21,214.76,109.41,2.63,22.61,185.83,44.89,147.50,143.72,205.13,47.46,25.94,70.63,103.44,19.12,47.04,141.03,152.74,406.07,336.50,279.79,175.94,107.79,228.74,60.99,86.02,38.97,75.52,121.10,54.86,16.70,5.48,39.71,19.41,14.94
2918,133.11,122.45,156.17,159.81,57.86,126.82,45.56,163.82,293.55,136.24,74.91,94.68,19.39,137.90,289.22,219.63,9.99,98.93,142.50,248.23,384.63,313.32,203.04,85.72,5.28,45.84,129.05,103.44,198.87,29.86,184.63,43.38,26.48,91.98,118.52,37.32,54.85,45.57,241.67,409.30,330.67,269.37,124.45,159.21,180.58,63.15,62.04,16.44,111.31,55.36,49.28,7.16,15.14,34.05,21.51,48.65
2919,154.85,107.97,196.57,106.73,174.44,74.80,105.80,221.12,182.14,163.06,9.69,114.33,109.10,88.72,299.99,209.33,45.74,150.89,119.06,368.83,356.83,281.76,177.30,23.28,0.26,148.23,106.35,222.09,197.91,58.28,71.71,37.75,31.59,95.80,102.03,32.76,186.46,128.04,346.51,406.11,310.22,348.88,98.57,249.18,119.27,79.18,45.62,32.77,128.64,5.97,6.50,20.78,39.06,3.60,4.35,25.46
2920,175.74,134.19,212.71,45.96,180.70,41.32,140.21,279.98,111.94,153.64,33.46,77.83,170.01,58.98,230.35,83.40,84.09,193.77,161.52,411.68,322.21,214.76,109.41,2.63,22.61,185.83,44.89,276.10,143.72,205.13,47.46,25.94,70.63,103.44,19.12,47.04,141.03,152.74,406.07,336.50,279.79,405.54,107.79,228.74,60.99,86.02,38.97,75.52,121.10,54.86,16.70,5.48,39.71,19.41,14.94,7.73
2921,122.45,156.17,159.81,57.86,126.82,45.56,163.82,293.55,136.24,74.91,94.68,19.39,137.90,37.36,219.63,9.99,98.93,142.50,248.23,384.63,313.32,203.04,85.72,5.28,45.84,129.05,103.44,247.03,29.86,184.63,43.38,26.48,91.98,118.52,37.32,54.85,45.57,241.67,409.30,330.67,269.37,403.32,159.21,180.58,63.15,62.04,16.44,111.31,55.36,49.28,7.16,15.14,34.05,21.51,48.65,56.06
2922,107.97,196.57,106.73,174.44,74.80,105.80,221.12,182.14,163.06,9.69,114.33,109.10,88.72,11.49,209.33,45.74,150.89,119.06,368.83,356.83,281.76,177.30,23.28,0.26,148.23,106.35,222.09,284.34,58.28,71.71,37.75,31.59,95.80,102.03,32.76,186.46,128.04,346.51,406.11,310.22,348.88,276.47,249.18,119.27,79.18,45.62,32.77,128.64,5.97,6.50,20.78,39.06,3.60,4.35,25.46,79.67
2923,134.19,212.71,45.96,180.70,41.32,140.21,279.98,111.94,153.64,33.46,77.83,170.01,58.98,45.46,83.40,84.09,193.77,161.52,411.68,322.21,214.76,109.41,2.63,22.61,185.83,44.89,276.10,293.28,205.13,47.46,25.94,70.63,103.44,19.12,47.04,141.03,152.74,406.07,336.50,279.79,405.54,192.78,228.74,60.99,86.02,38.97,75.52,121.10,54.86,16.70,5.48,39.71,19.41,14.94,7.73,89.39
2924,156.17,159.81,57.86,126.82,45.56,163.82,293.55,136.24,74.91,94.68,19.39,137.90,37.36,38.55,9.99,98.93,142.50,248.23,384.63,313.32,203.04,85.72,5.28,45.84,129.05,103.44,247.03,246.87,184.63,43.38,26.48,91.98,118.52,37.32,54.85,45.57,241.67,409.30,330.67,269.37,403.32,226.69,180.58,63.15,62.04,16.44,111.31,55.36,49.28,7.16,15.14,34.05,21.51,48.65,56.06,82.18
2925,196.57,106.73,174.44,74.80,105.80,221.12,182.14,163.06,9.69,114.33,109.10,88.72,11.49,29.98,45.74,150.89,119.06,368.83,356.83,281.76,177.30,23.28,0.26,148.23,106.35,222.09,284.34,164.21,71.71,37.75,31.59,95.80,102.03,32.76,186.46,128.04,346.51,406.11,310.22,348.88,276.47,183.53,119.27,79.18,45.62,32.77,128.64,5.97,6.50,20.78,39.06,3.60,4.35,25.46,79.67,66.62
2926,212.71,45.96,180.70,41.32,140.21,279.98,111.94,153.64,33.46,77.83,170.01,58.98,45.46,98.60,84.09,193.77,161.52,411.68,322.21,214.76,109.41,2.63,22.61,185.83,44.89,276.10,293.28,127.40,47.46,25.94,70.63,103.44,19.12,47.04,141.03,152.74,406.07,336.50,279.79,405.54,192.78,133.53,60.99,86.02,38.97,75.52,121.10,54.86,16.70,5.48,39.71,19.41,14.94,7.73,89.39,50.76
2927,159.81,57.86,126.82,45.56,163.82,293.55,136.24,74.91,94.68,19.39,137.90,37.36,38.55,171.98,98.93,142.50,248.23,384.63,313.32,203.04,85.72,5.28,45.84,129.05,103.44,247.03,246.87,48.60,43.38,26.48,91.98,118.52,37.32,54.85,45.57,241.67,409.30,330.67,269.37,403.32,226.69,155.97,63.15,62.04,16.44,111.31,55.36,49.28,7.16,15.14,34.05,21.51,48.65,56.06,82.18,57.29
2928,106.73,174.44,74.80,105.80,221.12,182.14,163.06,9.69,114.33,109.10,88.72,11.49,29.98,130.36,150.89,119.06,368.83,356.83,281.76,177.30,23.28,0.26,148.23,106.35,222.09,284.34,164.21,35.81,37.75,31.59,95.80,102.03,32.76,186.46,128.04,346.51,406.11,310.22,348.88,276.47,183.53,208.78,79.18,45.62,32.77,128.64,5.97,6.50,20.78,39.06,3.60,4.35,25.46,79.67,66.62,57.84
2929,45.96,180.70,41.32,140.21,279.98,111.94,153.64,33.46,77.83,170.01,58.98,45.46,98.60,34.60,193.77,161.52,411.68,322.21,214.76,109.41,2.63,22.61,185.83,44.89,276.10,293.28,127.40,43.20,25.94,70.63,103.44,19.12,47.04,141.03,152.74,406.07,336.50,279.79,405.54,192.78,133.53,209.64,86.02,38.97,75.52,121.10,54.86,16.70,5.48,39.71,19.41,14.94,7.73,89.39,50.76,50.66
2930,57.86,126.82,45.56,163.82,293.55,136.24,74.91,94.68,19.39,137.90,37.36,38.55,171.98,25.76,142.50,248.23,384.63,313.32,203.04,85.72,5.28,45.84,129.05,103.44,247.03,246.87,48.60,22.90,26.48,91.98,118.52,37.32,54.85,45.57,241.67,409.30,330.67,269.37,403.32,226.69,155.97,99.86,62.04,16.44,111.31,55.36,49.28,7.16,15.14,34.05,21.51,48.65,56.06,82.18,57.29,54.18
2931,174.44,74.80,105.80,221.12,182.14,163.06,9.69,114.33,109.10,88.72,11.49,29.98,130.36,85.12,119.06,368.83,356.83,281.76,177.30,23.28,0.26,148.23,106.35,222.09,284.34,164.21,35.81,141.74,31.59,95.80,102.03,32.76,186.46,128.04,346.51,406.11,310.22,348.88,276.47,183.53,208.78,54.44,45.62,32.77,128.64,5.97,6.50,20.78,39.06,3.60,4.35,25.46,79.67,66.62,57.84,50.12
2932,180.70,41.32,140.21,279.98,111.94,153.64,33.46,77.83,170.01,58.98,45.46,98.60,34.60,143.04,161.52,411.68,322.21,214.76,109.41,2.63,22.61,185.83,44.89,276.10,293.28,127.40,43.20,248.75,70.63,103.44,19.12,47.04,141.03,152.74,406.07,336.50,279.79,405.54,192.78,133.53,209.64,76.86,38.97,75.52,121.10,54.86,16.70,5.48,39.71,19.41,14.94,7.73,89.39,50.76,50.66,52.17
2933,126.82,45.56,163.82,293.55,136.24,74.91,94.68,19.39,137.90,37.36,38.55,171.98,25.76,141.88,248.23,384.63,313.32,203.04,85.72,5.28,45.84,129.05,103.44,247.03,246.87,48.60,22.90,277.88,91.98,118.52,37.32,54.85,45.57,241.67,409.30,330.67,269.37,403.32,226.69,155.97,99.86,130.16,16.44,111.31,55.36,49.28,7.16,15.14,34.05,21.51,48.65,56.06,82.18,57.29,54.18,47.56
2934,74.80,105.80,221.12,182.14,163.06,9.69,114.33,109.10,88.72,11.49,29.98,130.36,85.12,91.89,368.83,356.83,281.76,177.30,23.28,0.26,148.23,106.35,222.09,284.34,164.21,35.81,141.74,269.34,95.80,102.03,32.76,186.46,128.04,346.51,406.11,310.22,348.88,276.47,183.53,208.78,54.44,207.69,32.77,128.64,5.97,6.50,20.78,39.06,3.60,4.35,25.46,79.67,66.62,57.84,50.12,36.91
2935,41.32,140.21,279.98,111.94,153.64,33.46,77.83,170.01,58.98,45.46,98.60,34.60,143.04,97.80,411.68,322.21,214.76,109.41,2.63,22.61,185.83,44.89,276.10,293.28,127.40,43.20,248.75,303.99,103.44,19.12,47.04,141.03,152.74,406.07,336.50,279.79,405.54,192.78,133.53,209.64,76.86,192.04,75.52,121.10,54.86,16.70,5.48,39.71,19.41,14.94,7.73,89.39,50.76,50.66,52.17,24.96
2936,45.56,163.82,293.55,136.24,74.91,94.68,19.39,137.90,37.36,38.55,171.98,25.76,141.88,32.17,384.63,313.32,203.04,85.72,5.28,45.84,129.05,103.44,247.03,246.87,48.60,22.90,277.88,320.64,118.52,37.32,54.85,45.57,241.67,409.30,330.67,269.37,403.32,226.69,155.97,99.86,130.16,211.41,111.31,55.36,49.28,7.16,15.14,34.05,21.51,48.65,56.06,82.18,57.29,54.18,47.56,16.45
2937,105.80,221.12,182.14,163.06,9.69,114.33,109.10,88.72,11.49,29.98,130.36,85.12,91.89,16.48,356.83,281.76,177.30,23.28,0.26,148.23,106.35,222.09,284.34,164.21,35.81,141.74,269.34,293.32,102.03,32.76,186.46,128.04,346.51,406.11,310.22,348.88,276.47,183.53,208.78,54.44,207.69,247.84,128.64,5.97,6.50,20.78,39.06,3.60,4.35,25.46,79.67,66.62,57.84,50.12,36.91,32.07
2938,140.21,279.98,111.94,153.64,33.46,77.83,170.01,58.98,45.46,98.60,34.60,143.04,97.80,89.28,322.21,214.76,109.41,2.63,22.61,185.83,44.89,276.10,293.28,127.40,43.20,248.75,303.99,193.32,19.12,47.04,141.03,152.74,406.07,336.50,279.79,405.54,192.78,133.53,209.64,76.86,192.04,230.30,121.10,54.86,16.70,5.48,39.71,19.41,14.94,7.73,89.39,50.76,50.66,52.17,24.96,62.63
2939,163.82,293.55,136.24,74.91,94.68,19.39,137.90,37.36,38.55,171.98,25.76,141.88,32.17,66.09,313.32,203.04,85.72,5.28,45.84,129.05,103.44,247.03,246.87,48.60,22.90,277.88,320.64,89.82,37.32,54.85,45.57,241.67,409.30,330.67,269.37,403.32,226.69,155.97,99.86,130.16,211.41,153.36,55.36,49.28,7.16,15.14,34.05,21.51,48.65,56.06,82.18,57.29,54.18,47.56,16.45,60.32
2940,221.12,182.14,163.06,9.69,114.33,109.10,88.72,11.49,29.98,130.36,85.12,91.89,16.48,1.23,281.76,177.30,23.28,0.26,148.23,106.35,222.09,284.34,164.21,35.81,141.74,269.34,293.32,108.41,32.76,186.46,128.04,346.51,406.11,310.22,348.88,276.47,183.53,208.78,54.44,207.69,247.84,201.04,5.97,6.50,20.78,39.06,3.60,4.35,25.46,79.67,66.62,57.84,50.12,36.91,32.07,28.60
2941,279.98,111.94,153.64,33.46,77.83,170.01,58.98,45.46,98.60,34.60,143.04,97.80,89.28,44.57,214.76,109.41,2.63,22.61,185.83,44.89,276.10,293.28,127.40,43.20,248.75,303.99,193.32,202.48,47.04,141.03,152.74,406.07,336.50,279.79,405.54,192.78,133.53,209.64,76.86,192.04,230.30,284.86,54.86,16.70,5.48,39.71,19.41,14.94,7.73,89.39,50.76,50.66,52.17,24.96,62.63,40.53
2942,293.55,136.24,74.91,94.68,19.39,137.90,37.36,38.55,171.98,25.76,141.88,32.17,66.09,49.31,203.04,85.72,5.28,45.84,129.05,103.44,247.03,246.87,48.60,22.90,277.88,320.64,89.82,207.19,54.85,45.57,241.67,409.30,330.67,269.37,403.32,226.69,155.97,99.86,130.16,211.41,153.36,295.61,49.28,7.16,15.14,34.05,21.51,48.65,56.06,82.18,57.29,54.18,47.56,16.45,60.32,75.82
2943,182.14,163.06,9.69,114.33,109.10,88.72,11.49,29.98,130.36,85.12,91.89,16.48,1.23,17.06,177.30,23.28,0.26,148.23,106.35,222.09,284.34,164.21,35.81,141.74,269.34,293.32,108.41,212.47,186.46,128.04,346.51,406.11,310.22,348.88,276.47,183.53,208.78,54.44,207.69,247.84,201.04,290.06,6.50,20.78,39.06,3.60,4.35,25.46,79.67,66.62,57.84,50.12,36.91,32.07,28.60,60.23
2944,111.94,153.64,33.46,77.83,170.01,58.98,45.46,98.60,34.60,143.04,97.80,89.28,44.57,105.50,109.41,2.63,22.61,185.83,44.89,276.10,293.28,127.40,43.20,248.75,303.99,193.32,202.48,243.21,141.03,152.74,406.07,336.50,279.79,405.54,192.78,133.53,209.64,76.86,192.04,230.30,284.86,228.51,16.70,5.48,39.71,19.41,14.94,7.73,89.39,50.76,50.66,52.17,24.96,62.63,40.53,63.95
2945,136.24,74.91,94.68,19.39,137.90,37.36,38.55,171.98,25.76,141.88,32.17,66.09,49.31,91.26,85.72,5.28,45.84,129.05,103.44,247.03,246.87,48.60,22.90,277.88,320.64,89.82,207.19,256.50,45.57,241.67,409.30,330.67,269.37,403.32,226.69,155.97,99.86,130.16,211.41,153.36,295.61,273.48,7.16,15.14,34.05,21.51,48.65,56.06,82.18,57.29,54.18,47.56,16.45,60.32,75.82,64.99
2946,163.06,9.69,114.33,109.10,88.72,11.49,29.98,130.36,85.12,91.89,16.48,1.23,17.06,75.40,23.28,0.26,148.23,106.35,222.09,284.34,164.21,35.81,141.74,269.34,293.32,108.41,212.47,246.34,128.04,346.51,406.11,310.22,348.88,276.47,183.53,208.78,54.44,207.69,247.84,201.04,290.06,326.12,20.78,39.06,3.60,4.35,25.46,79.67,66.62,57.84,50.12,36.91,32.07,28.60,60.23,68.30
2947,153.64,33.46,77.83,170.01,58.98,45.46,98.60,34.60,143.04,97.80,89.28,44.57,105.50,1.76,2.63,22.61,185.83,44.89,276.10,293.28,127.40,43.20,248.75,303.99,193.32,202.48,243.21,156.16,152.74,406.07,336.50,279.79,405.54,192.78,133.53,209.64,76.86,192.04,230.30,284.86,228.51,350.11,5.48,39.71,19.41,14.94,7.73,89.39,50.76,50.66,52.17,24.96,62.63,40.53,63.95,73.64
2948,74.91,94.68,19.39,137.90,37.36,38.55,171.98,25.76,141.88,32.17,66.09,49.31,91.26,12.23,5.28,45.84,129.05,103.44,247.03,246.87,48.60,22.90,277.88,320.64,89.82,207.19,256.50,69.25,241.67,409.30,330.67,269.37,403.32,226.69,155.97,99.86,130.16,211.41,153.36,295.61,273.48,399.89,15.14,34.05,21.51,48.65,56.06,82.18,57.29,54.18,47.56,16.45,60.32,75.82,64.99,50.03
2949,9.69,114.33,109.10,88.72,11.49,29.98,130.36,85.12,91.89,16.48,1.23,17.06,75.40,17.38,0.26,148.23,106.35,222.09,284.34,164.21,35.81,141.74,269.34,293.32,108.41,212.47,246.34,39.43,346.51,406.11,310.22,348.88,276.47,183.53,208.78,54.44,207.69,247.84,201.04,290.06,326.12,423.40,39.06,3.60,4.35,25.46,79.67,66.62,57.84,50.12,36.91,32.07,28.60,60.23,68.30,10.08
2950,33.46,77.83,170.01,58.98,45.46,98.60,34.60,143.04,97.80,89.28,44.57,105.50,1.76,65.86,22.61,185.83,44.89,276.10,293.28,127.40,43.20,248.75,303.99,193.32,202.48,243.21,156.16,27.47,406.07,336.50,279.79,405.54,192.78,133.53,209.64,76.86,192.04,230.30,284.86,228.51,350.11,468.36,39.71,19.41,14.94,7.73,89.39,50.76,50.66,52.17,24.96,62.63,40.53,63.95,73.64,33.88
2951,94.68,19.39,137.90,37.36,38.55,171.98,25.76,141.88,32.17,66.09,49.31,91.26,12.23,93.91,45.84,129.05,103.44,247.03,246.87,48.60,22.90,277.88,320.64,89.82,207.19,256.50,69.25,29.89,409.30,330.67,269.37,403.32,226.69,155.97,99.86,130.16,211.41,153.36,295.61,273.48,399.89,439.88,34.05,21.51,48.65,56.06,82.18,57.29,54.18,47.56,16.45,60.32,75.82,64.99,50.03,29.24
2952,114.33,109.10,88.72,11.49,29.98,130.36,85.12,91.89,16.48,1.23,17.06,75.40,17.38,69.45,148.23,106.35,222.09,284.34,164.21,35.81,141.74,269.34,293.32,108.41,212.47,246.34,39.43,125.16,406.11,310.22,348.88,276.47,183.53,208.78,54.44,207.69,247.84,201.04,290.06,326.12,423.40,349.64,3.60,4.35,25.46,79.67,66.62,57.84,50.12,36.91,32.07,28.60,60.23,68.30,10.08,13.22
2953,77.83,170.01,58.98,45.46,98.60,34.60,143.04,97.80,89.28,44.57,105.50,1.76,65.86,18.75,185.83,44.89,276.10,293.28,127.40,43.20,248.75,303.99,193.32,202.48,243.21,156.16,27.47,157.15,336.50,279.79,405.54,192.78,133.53,209.64,76.86,192.04,230.30,284.86,228.51,350.11,468.36,246.29,19.41,14.94,7.73,89.39,50.76,50.66,52.17,24.96,62.63,40.53,63.95,73.64,33.88,6.44
2954,19.39,137.90,37.36,38.55,171.98,25.76,141.88,32.17,66.09,49.31,91.26,12.23,93.91,45.48,129.05,103.44,247.03,246.87,48.60,22.90,277.88,320.64,89.82,207.19,256.50,69.25,29.89,158.45,330.67,269.37,403.32,226.69,155.97,99.86,130.16,211.41,153.36,295.61,273.48,399.89,439.88,171.04,21.51,48.65,56.06,82.18,57.29,54.18,47.56,16.45,60.32,75.82,64.99,50.03,29.24,3.57
2955,109.10,88.72,11.49,29.98,130.36,85.12,91.89,16.48,1.23,17.06,75.40,17.38,69.45,70.60,106.35,222.09,284.34,164.21,35.81,141.74,269.34,293.32,108.41,212.47,246.34,39.43,125.16,233.88,310.22,348.88,276.47,183.53,208.78,54.44,207.69,247.84,201.04,290.06,326.12,423.40,349.64,202.85,4.35,25.46,79.67,66.62,57.84,50.12,36.91,32.07,28.60,60.23,68.30,10.08,13.22,1.02
2956,170.01,58.98,45.46,98.60,34.60,143.04,97.80,89.28,44.57,105.50,1.76,65.86,18.75,27.15,44.89,276.10,293.28,127.40,43.20,248.75,303.99,193.32,202.48,243.21,156.16,27.47,157.15,274.77,279.79,405.54,192.78,133.53,209.64,76.86,192.04,230.30,284.86,228.51,350.11,468.36,246.29,213.33,14.94,7.73,89.39,50.76,50.66,52.17,24.96,62.63,40.53,63.95,73.64,33.88,6.44,20.70
2957,137.90,37.36,38.55,171.98,25.76,141.88,32.17,66.09,49.31,91.26,12.23,93.91,45.48,26.51,103.44,247.03,246.87,48.60,22.90,277.88,320.64,89.82,207.19,256.50,69.25,29.89,158.45,194.63,269.37,403.32,226.69,155.97,99.86,130.16,211.41,153.36,295.61,273.48,399.89,439.88,171.04,169.77,48.65,56.06,82.18,57.29,54.18,47.56,16.45,60.32,75.82,64.99,50.03,29.24,3.57,33.20
2958,88.72,11.49,29.98,130.36,85.12,91.89,16.48,1.23,17.06,75.40,17.38,69.45,70.60,42.80,222.09,284.34,164.21,35.81,141.74,269.34,293.32,108.41,212.47,246.34,39.43,125.16,233.88,45.12,348.88,276.47,183.53,208.78,54.44,207.69,247.84,201.04,290.06,326.12,423.40,349.64,202.85,144.73,25.46,79.67,66.62,57.84,50.12,36.91,32.07,28.60,60.23,68.30,10.08,13.22,1.02,37.30
2959,58.98,45.46,98.60,34.60,143.04,97.80,89.28,44.57,105.50,1.76,65.86,18.75,27.15,2.60,276.10,293.28,127.40,43.20,248.75,303.99,193.32,202.48,243.21,156.16,27.47,157.15,274.77,39.94,405.54,192.78,133.53,209.64,76.86,192.04,230.30,284.86,228.51,350.11,468.36,246.29,213.33,185.75,7.73,89.39,50.76,50.66,52.17,24.96,62.63,40.53,63.95,73.64,33.88,6.44,20.70,65.67
2960,37.36,38.55,171.98,25.76,141.88,32.17,66.09,49.31,91.26,12.23,93.91,45.48,26.51,20.97,247.03,246.87,48.60,22.90,277.88,320.64,89.82,207.19,256.50,69.25,29.89,158.45,194.63,58.11,403.32,226.69,155.97,99.86,130.16,211.41,153.36,295.61,273.48,399.89,439.88,171.04,169.77,200.81,56.06,82.18,57.29,54.18,47.56,16.45,60.32,75.82,64.99,50.03,29.24,3.57,33.20,91.78
