,epo-24,epo-21,epo-18,epo-15,epo-12,epo-9,epo-6,epo-3,epo0,epo3,epo6,epo9,epo12,epo15,nao-24,nao-21,nao-18,nao-15,nao-12,nao-9,nao-6,nao-3,nao0,nao3,nao6,nao9,nao12,nao15,pna-24,pna-21,pna-18,pna-15,pna-12,pna-9,pna-6,pna-3,pna0,pna3,pna6,pna9,pna12,pna15,wpo-24,wpo-21,wpo-18,wpo-15,wpo-12,wpo-9,wpo-6,wpo-3,wpo0,wpo3,wpo6,wpo9,wpo12,wpo15
60,19.92,171.42,271.87,239.58,281.61,156.50,6.27,242.24,209.43,81.34,8.63,13.29,40.50,49.26,25.77,37.59,41.72,152.83,30.18,12.62,175.89,149.78,233.64,237.73,202.77,26.46,64.13,81.70,70.01,41.57,65.93,229.53,323.92,150.33,56.11,82.37,110.41,7.07,115.36,129.23,104.06,31.80,85.18,154.44,209.96,257.07,89.22,45.54,0.62,127.05,163.74,125.95,123.07,60.22,4.99,55.74
61,62.02,163.47,329.10,347.60,205.46,123.94,39.19,259.96,88.90,120.97,75.71,12.91,88.29,102.46,50.01,115.19,33.57,110.77,84.77,50.79,195.25,148.21,244.33,250.67,169.17,110.02,28.39,102.63,134.44,68.08,109.73,213.78,334.19,172.47,83.02,184.60,128.36,69.33,103.42,139.04,138.88,32.58,122.34,155.79,214.40,244.80,18.18,50.57,28.25,190.23,154.79,125.90,109.00,41.24,26.43,115.46
62,152.00,232.51,289.75,398.41,166.02,54.03,128.70,255.50,34.65,79.67,37.15,3.88,5.93,149.82,36.43,115.56,108.45,20.26,62.95,108.88,210.60,211.48,233.93,280.42,134.73,110.16,9.94,97.36,165.40,75.01,229.75,299.58,229.91,187.46,77.18,135.66,56.63,26.22,35.48,70.34,57.08,89.99,164.59,179.87,220.13,172.16,20.04,25.61,38.53,199.32,157.89,126.61,90.20,20.36,50.80,122.21
63,171.42,271.87,239.58,281.61,156.50,6.27,242.24,209.43,81.34,8.63,13.29,40.50,49.26,137.71,37.59,41.72,152.83,30.18,12.62,175.89,149.78,233.64,237.73,202.77,26.46,64.13,81.70,121.14,41.57,65.93,229.53,323.92,150.33,56.11,82.37,110.41,7.07,115.36,129.23,104.06,31.80,134.79,154.44,209.96,257.07,89.22,45.54,0.62,127.05,163.74,125.95,123.07,60.22,4.99,55.74,131.72
64,163.47,329.10,347.60,205.46,123.94,39.19,259.96,88.90,120.97,75.71,12.91,88.29,102.46,133.01,115.19,33.57,110.77,84.77,50.79,195.25,148.21,244.33,250.67,169.17,110.02,28.39,102.63,128.73,68.08,109.73,213.78,334.19,172.47,83.02,184.60,128.36,69.33,103.42,139.04,138.88,32.58,184.06,155.79,214.40,244.80,18.18,50.57,28.25,190.23,154.79,125.90,109.00,41.24,26.43,115.46,122.44
65,232.51,289.75,398.41,166.02,54.03,128.70,255.50,34.65,79.67,37.15,3.88,5.93,149.82,57.57,115.56,108.45,20.26,62.95,108.88,210.60,211.48,233.93,280.42,134.73,110.16,9.94,97.36,60.44,75.01,229.75,299.58,229.91,187.46,77.18,135.66,56.63,26.22,35.48,70.34,57.08,89.99,166.74,179.87,220.13,172.16,20.04,25.61,38.53,199.32,157.89,126.61,90.20,20.36,50.80,122.21,72.94
66,271.87,239.58,281.61,156.50,6.27,242.24,209.43,81.34,8.63,13.29,40.50,49.26,137.71,56.03,41.72,152.83,30.18,12.62,175.89,149.78,233.64,237.73,202.77,26.46,64.13,81.70,121.14,6.51,65.93,229.53,323.92,150.33,56.11,82.37,110.41,7.07,115.36,129.23,104.06,31.80,134.79,92.26,209.96,257.07,89.22,45.54,0.62,127.05,163.74,125.95,123.07,60.22,4.99,55.74,131.72,57.07
67,329.10,347.60,205.46,123.94,39.19,259.96,88.90,120.97,75.71,12.91,88.29,102.46,133.01,150.27,33.57,110.77,84.77,50.79,195.25,148.21,244.33,250.67,169.17,110.02,28.39,102.63,128.73,22.40,109.73,213.78,334.19,172.47,83.02,184.60,128.36,69.33,103.42,139.04,138.88,32.58,184.06,70.20,214.40,244.80,18.18,50.57,28.25,190.23,154.79,125.90,109.00,41.24,26.43,115.46,122.44,101.20
68,289.75,398.41,166.02,54.03,128.70,255.50,34.65,79.67,37.15,3.88,5.93,149.82,57.57,133.24,108.45,20.26,62.95,108.88,210.60,211.48,233.93,280.42,134.73,110.16,9.94,97.36,60.44,34.36,229.75,299.58,229.91,187.46,77.18,135.66,56.63,26.22,35.48,70.34,57.08,89.99,166.74,91.62,220.13,172.16,20.04,25.61,38.53,199.32,157.89,126.61,90.20,20.36,50.80,122.21,72.94,166.60
69,239.58,281.61,156.50,6.27,242.24,209.43,81.34,8.63,13.29,40.50,49.26,137.71,56.03,79.38,152.83,30.18,12.62,175.89,149.78,233.64,237.73,202.77,26.46,64.13,81.70,121.14,6.51,77.49,229.53,323.92,150.33,56.11,82.37,110.41,7.07,115.36,129.23,104.06,31.80,134.79,92.26,149.32,257.07,89.22,45.54,0.62,127.05,163.74,125.95,123.07,60.22,4.99,55.74,131.72,57.07,148.72
70,347.60,205.46,123.94,39.19,259.96,88.90,120.97,75.71,12.91,88.29,102.46,133.01,150.27,18.83,110.77,84.77,50.79,195.25,148.21,244.33,250.67,169.17,110.02,28.39,102.63,128.73,22.40,132.01,213.78,334.19,172.47,83.02,184.60,128.36,69.33,103.42,139.04,138.88,32.58,184.06,70.20,255.63,244.80,18.18,50.57,28.25,190.23,154.79,125.90,109.00,41.24,26.43,115.46,122.44,101.20,129.02
71,398.41,166.02,54.03,128.70,255.50,34.65,79.67,37.15,3.88,5.93,149.82,57.57,133.24,5.76,20.26,62.95,108.88,210.60,211.48,233.93,280.42,134.73,110.16,9.94,97.36,60.44,34.36,83.34,299.58,229.91,187.46,77.18,135.66,56.63,26.22,35.48,70.34,57.08,89.99,166.74,91.62,352.09,172.16,20.04,25.61,38.53,199.32,157.89,126.61,90.20,20.36,50.80,122.21,72.94,166.60,124.03
72,281.61,156.50,6.27,242.24,209.43,81.34,8.63,13.29,40.50,49.26,137.71,56.03,79.38,11.08,30.18,12.62,175.89,149.78,233.64,237.73,202.77,26.46,64.13,81.70,121.14,6.51,77.49,25.31,323.92,150.33,56.11,82.37,110.41,7.07,115.36,129.23,104.06,31.80,134.79,92.26,149.32,367.49,89.22,45.54,0.62,127.05,163.74,125.95,123.07,60.22,4.99,55.74,131.72,57.07,148.72,149.80
73,205.46,123.94,39.19,259.96,88.90,120.97,75.71,12.91,88.29,102.46,133.01,150.27,18.83,35.48,84.77,50.79,195.25,148.21,244.33,250.67,169.17,110.02,28.39,102.63,128.73,22.40,132.01,27.03,334.19,172.47,83.02,184.60,128.36,69.33,103.42,139.04,138.88,32.58,184.06,70.20,255.63,418.72,18.18,50.57,28.25,190.23,154.79,125.90,109.00,41.24,26.43,115.46,122.44,101.20,129.02,129.49
74,166.02,54.03,128.70,255.50,34.65,79.67,37.15,3.88,5.93,149.82,57.57,133.24,5.76,10.84,62.95,108.88,210.60,211.48,233.93,280.42,134.73,110.16,9.94,97.36,60.44,34.36,83.34,29.36,229.91,187.46,77.18,135.66,56.63,26.22,35.48,70.34,57.08,89.99,166.74,91.62,352.09,466.57,20.04,25.61,38.53,199.32,157.89,126.61,90.20,20.36,50.80,122.21,72.94,166.60,124.03,96.27
75,156.50,6.27,242.24,209.43,81.34,8.63,13.29,40.50,49.26,137.71,56.03,79.38,11.08,37.49,12.62,175.89,149.78,233.64,237.73,202.77,26.46,64.13,81.70,121.14,6.51,77.49,25.31,10.70,150.33,56.11,82.37,110.41,7.07,115.36,129.23,104.06,31.80,134.79,92.26,149.32,367.49,492.22,45.54,0.62,127.05,163.74,125.95,123.07,60.22,4.99,55.74,131.72,57.07,148.72,149.80,54.44
76,123.94,39.19,259.96,88.90,120.97,75.71,12.91,88.29,102.46,133.01,150.27,18.83,35.48,19.68,50.79,195.25,148.21,244.33,250.67,169.17,110.02,28.39,102.63,128.73,22.40,132.01,27.03,32.23,172.47,83.02,184.60,128.36,69.33,103.42,139.04,138.88,32.58,184.06,70.20,255.63,418.72,524.47,50.57,28.25,190.23,154.79,125.90,109.00,41.24,26.43,115.46,122.44,101.20,129.02,129.49,23.70
77,54.03,128.70,255.50,34.65,79.67,37.15,3.88,5.93,149.82,57.57,133.24,5.76,10.84,34.05,108.88,210.60,211.48,233.93,280.42,134.73,110.16,9.94,97.36,60.44,34.36,83.34,29.36,72.40,187.46,77.18,135.66,56.63,26.22,35.48,70.34,57.08,89.99,166.74,91.62,352.09,466.57,604.47,25.61,38.53,199.32,157.89,126.61,90.20,20.36,50.80,122.21,72.94,166.60,124.03,96.27,105.04
78,6.27,242.24,209.43,81.34,8.63,13.29,40.50,49.26,137.71,56.03,79.38,11.08,37.49,16.20,175.89,149.78,233.64,237.73,202.77,26.46,64.13,81.70,121.14,6.51,77.49,25.31,10.70,87.95,56.11,82.37,110.41,7.07,115.36,129.23,104.06,31.80,134.79,92.26,149.32,367.49,492.22,699.65,0.62,127.05,163.74,125.95,123.07,60.22,4.99,55.74,131.72,57.07,148.72,149.80,54.44,79.17
79,39.19,259.96,88.90,120.97,75.71,12.91,88.29,102.46,133.01,150.27,18.83,35.48,19.68,1.88,195.25,148.21,244.33,250.67,169.17,110.02,28.39,102.63,128.73,22.40,132.01,27.03,32.23,76.70,83.02,184.60,128.36,69.33,103.42,139.04,138.88,32.58,184.06,70.20,255.63,418.72,524.47,650.29,28.25,190.23,154.79,125.90,109.00,41.24,26.43,115.46,122.44,101.20,129.02,129.49,23.70,6.22
80,128.70,255.50,34.65,79.67,37.15,3.88,5.93,149.82,57.57,133.24,5.76,10.84,34.05,26.65,210.60,211.48,233.93,280.42,134.73,110.16,9.94,97.36,60.44,34.36,83.34,29.36,72.40,129.21,77.18,135.66,56.63,26.22,35.48,70.34,57.08,89.99,166.74,91.62,352.09,466.57,604.47,512.07,38.53,199.32,157.89,126.61,90.20,20.36,50.80,122.21,72.94,166.60,124.03,96.27,105.04,8.11
81,242.24,209.43,81.34,8.63,13.29,40.50,49.26,137.71,56.03,79.38,11.08,37.49,16.20,72.06,149.78,233.64,237.73,202.77,26.46,64.13,81.70,121.14,6.51,77.49,25.31,10.70,87.95,248.83,82.37,110.41,7.07,115.36,129.23,104.06,31.80,134.79,92.26,149.32,367.49,492.22,699.65,387.31,127.05,163.74,125.95,123.07,60.22,4.99,55.74,131.72,57.07,148.72,149.80,54.44,79.17,73.32
82,259.96,88.90,120.97,75.71,12.91,88.29,102.46,133.01,150.27,18.83,35.48,19.68,1.88,64.54,148.21,244.33,250.67,169.17,110.02,28.39,102.63,128.73,22.40,132.01,27.03,32.23,76.70,343.50,184.60,128.36,69.33,103.42,139.04,138.88,32.58,184.06,70.20,255.63,418.72,524.47,650.29,361.12,190.23,154.79,125.90,109.00,41.24,26.43,115.46,122.44,101.20,129.02,129.49,23.70,6.22,117.41
83,255.50,34.65,79.67,37.15,3.88,5.93,149.82,57.57,133.24,5.76,10.84,34.05,26.65,36.18,211.48,233.93,280.42,134.73,110.16,9.94,97.36,60.44,34.36,83.34,29.36,72.40,129.21,439.17,135.66,56.63,26.22,35.48,70.34,57.08,89.99,166.74,91.62,352.09,466.57,604.47,512.07,351.74,199.32,157.89,126.61,90.20,20.36,50.80,122.21,72.94,166.60,124.03,96.27,105.04,8.11,148.69
84,209.43,81.34,8.63,13.29,40.50,49.26,137.71,56.03,79.38,11.08,37.49,16.20,72.06,11.46,233.64,237.73,202.77,26.46,64.13,81.70,121.14,6.51,77.49,25.31,10.70,87.95,248.83,493.63,110.41,7.07,115.36,129.23,104.06,31.80,134.79,92.26,149.32,367.49,492.22,699.65,387.31,268.35,163.74,125.95,123.07,60.22,4.99,55.74,131.72,57.07,148.72,149.80,54.44,79.17,73.32,163.90
85,88.90,120.97,75.71,12.91,88.29,102.46,133.01,150.27,18.83,35.48,19.68,1.88,64.54,43.45,244.33,250.67,169.17,110.02,28.39,102.63,128.73,22.40,132.01,27.03,32.23,76.70,343.50,435.46,128.36,69.33,103.42,139.04,138.88,32.58,184.06,70.20,255.63,418.72,524.47,650.29,361.12,71.95,154.79,125.90,109.00,41.24,26.43,115.46,122.44,101.20,129.02,129.49,23.70,6.22,117.41,135.66
86,34.65,79.67,37.15,3.88,5.93,149.82,57.57,133.24,5.76,10.84,34.05,26.65,36.18,94.23,233.93,280.42,134.73,110.16,9.94,97.36,60.44,34.36,83.34,29.36,72.40,129.21,439.17,288.52,56.63,26.22,35.48,70.34,57.08,89.99,166.74,91.62,352.09,466.57,604.47,512.07,351.74,55.38,157.89,126.61,90.20,20.36,50.80,122.21,72.94,166.60,124.03,96.27,105.04,8.11,148.69,60.02
87,81.34,8.63,13.29,40.50,49.26,137.71,56.03,79.38,11.08,37.49,16.20,72.06,11.46,22.70,237.73,202.77,26.46,64.13,81.70,121.14,6.51,77.49,25.31,10.70,87.95,248.83,493.63,144.01,7.07,115.36,129.23,104.06,31.80,134.79,92.26,149.32,367.49,492.22,699.65,387.31,268.35,51.80,125.95,123.07,60.22,4.99,55.74,131.72,57.07,148.72,149.80,54.44,79.17,73.32,163.90,23.81
88,120.97,75.71,12.91,88.29,102.46,133.01,150.27,18.83,35.48,19.68,1.88,64.54,43.45,70.96,250.67,169.17,110.02,28.39,102.63,128.73,22.40,132.01,27.03,32.23,76.70,343.50,435.46,72.14,69.33,103.42,139.04,138.88,32.58,184.06,70.20,255.63,418.72,524.47,650.29,361.12,71.95,4.74,125.90,109.00,41.24,26.43,115.46,122.44,101.20,129.02,129.49,23.70,6.22,117.41,135.66,7.26
89,79.67,37.15,3.88,5.93,149.82,57.57,133.24,5.76,10.84,34.05,26.65,36.18,94.23,11.66,280.42,134.73,110.16,9.94,97.36,60.44,34.36,83.34,29.36,72.40,129.21,439.17,288.52,66.75,26.22,35.48,70.34,57.08,89.99,166.74,91.62,352.09,466.57,604.47,512.07,351.74,55.38,138.52,126.61,90.20,20.36,50.80,122.21,72.94,166.60,124.03,96.27,105.04,8.11,148.69,60.02,53.21
90,24.68,80.56,81.10,61.91,96.35,183.98,74.71,115.11,260.27,272.61,64.89,129.70,245.82,98.15,20.49,100.49,66.78,0.38,36.20,73.19,152.20,6.12,40.45,88.82,44.12,29.73,14.99,108.21,168.43,45.98,179.37,54.89,152.61,102.82,86.32,11.53,62.42,74.07,138.30,67.29,98.69,264.08,119.60,59.62,24.27,71.17,2.63,50.15,115.65,38.35,74.68,75.00,18.05,57.27,232.63,191.66
91,70.10,138.47,56.23,71.99,133.44,138.00,146.65,121.27,304.96,218.32,20.03,200.87,156.36,7.20,26.56,29.12,72.44,45.86,92.36,64.75,197.34,16.85,17.34,82.77,77.84,0.28,80.86,178.42,138.39,74.77,128.01,136.00,101.52,99.72,117.43,2.51,56.90,209.49,84.12,62.03,245.03,346.26,96.37,42.90,43.48,57.08,18.96,28.52,101.74,56.95,86.38,42.18,29.32,93.40,218.82,67.83
92,64.92,121.61,12.62,84.46,172.10,23.84,155.84,185.95,290.75,123.06,54.81,282.26,112.76,88.87,136.54,24.99,55.13,35.47,94.20,101.21,112.24,81.31,41.45,25.11,86.37,2.47,88.93,234.51,12.81,175.66,34.69,157.91,10.94,24.89,76.21,53.57,13.60,203.70,64.49,35.50,265.91,386.95,66.99,0.42,58.62,22.81,54.78,95.23,58.13,49.35,84.35,4.47,38.64,181.32,217.92,58.76
93,80.56,81.10,61.91,96.35,183.98,74.71,115.11,260.27,272.61,64.89,129.70,245.82,98.15,80.93,100.49,66.78,0.38,36.20,73.19,152.20,6.12,40.45,88.82,44.12,29.73,14.99,108.21,234.39,45.98,179.37,54.89,152.61,102.82,86.32,11.53,62.42,74.07,138.30,67.29,98.69,264.08,365.79,59.62,24.27,71.17,2.63,50.15,115.65,38.35,74.68,75.00,18.05,57.27,232.63,191.66,80.50
94,138.47,56.23,71.99,133.44,138.00,146.65,121.27,304.96,218.32,20.03,200.87,156.36,7.20,73.75,29.12,72.44,45.86,92.36,64.75,197.34,16.85,17.34,82.77,77.84,0.28,80.86,178.42,227.83,74.77,128.01,136.00,101.52,99.72,117.43,2.51,56.90,209.49,84.12,62.03,245.03,346.26,399.04,42.90,43.48,57.08,18.96,28.52,101.74,56.95,86.38,42.18,29.32,93.40,218.82,67.83,65.07
95,121.61,12.62,84.46,172.10,23.84,155.84,185.95,290.75,123.06,54.81,282.26,112.76,88.87,93.46,24.99,55.13,35.47,94.20,101.21,112.24,81.31,41.45,25.11,86.37,2.47,88.93,234.51,275.84,175.66,34.69,157.91,10.94,24.89,76.21,53.57,13.60,203.70,64.49,35.50,265.91,386.95,334.26,0.42,58.62,22.81,54.78,95.23,58.13,49.35,84.35,4.47,38.64,181.32,217.92,58.76,54.96
96,81.10,61.91,96.35,183.98,74.71,115.11,260.27,272.61,64.89,129.70,245.82,98.15,80.93,105.53,66.78,0.38,36.20,73.19,152.20,6.12,40.45,88.82,44.12,29.73,14.99,108.21,234.39,262.63,179.37,54.89,152.61,102.82,86.32,11.53,62.42,74.07,138.30,67.29,98.69,264.08,365.79,328.14,24.27,71.17,2.63,50.15,115.65,38.35,74.68,75.00,18.05,57.27,232.63,191.66,80.50,43.08
97,56.23,71.99,133.44,138.00,146.65,121.27,304.96,218.32,20.03,200.87,156.36,7.20,73.75,80.85,72.44,45.86,92.36,64.75,197.34,16.85,17.34,82.77,77.84,0.28,80.86,178.42,227.83,252.72,128.01,136.00,101.52,99.72,117.43,2.51,56.90,209.49,84.12,62.03,245.03,346.26,399.04,370.23,43.48,57.08,18.96,28.52,101.74,56.95,86.38,42.18,29.32,93.40,218.82,67.83,65.07,21.23
98,12.62,84.46,172.10,23.84,155.84,185.95,290.75,123.06,54.81,282.26,112.76,88.87,93.46,63.84,55.13,35.47,94.20,101.21,112.24,81.31,41.45,25.11,86.37,2.47,88.93,234.51,275.84,272.28,34.69,157.91,10.94,24.89,76.21,53.57,13.60,203.70,64.49,35.50,265.91,386.95,334.26,444.10,58.62,22.81,54.78,95.23,58.13,49.35,84.35,4.47,38.64,181.32,217.92,58.76,54.96,11.81
99,61.91,96.35,183.98,74.71,115.11,260.27,272.61,64.89,129.70,245.82,98.15,80.93,105.53,9.70,0.38,36.20,73.19,152.20,6.12,40.45,88.82,44.12,29.73,14.99,108.21,234.39,262.63,253.38,54.89,152.61,102.82,86.32,11.53,62.42,74.07,138.30,67.29,98.69,264.08,365.79,328.14,479.55,71.17,2.63,50.15,115.65,38.35,74.68,75.00,18.05,57.27,232.63,191.66,80.50,43.08,37.46
100,71.99,133.44,138.00,146.65,121.27,304.96,218.32,20.03,200.87,156.36,7.20,73.75,80.85,195.37,45.86,92.36,64.75,197.34,16.85,17.34,82.77,77.84,0.28,80.86,178.42,227.83,252.72,192.29,136.00,101.52,99.72,117.43,2.51,56.90,209.49,84.12,62.03,245.03,346.26,399.04,370.23,335.83,57.08,18.96,28.52,101.74,56.95,86.38,42.18,29.32,93.40,218.82,67.83,65.07,21.23,53.37
101,84.46,172.10,23.84,155.84,185.95,290.75,123.06,54.81,282.26,112.76,88.87,93.46,63.84,275.38,35.47,94.20,101.21,112.24,81.31,41.45,25.11,86.37,2.47,88.93,234.51,275.84,272.28,180.89,157.91,10.94,24.89,76.21,53.57,13.60,203.70,64.49,35.50,265.91,386.95,334.26,444.10,212.32,22.81,54.78,95.23,58.13,49.35,84.35,4.47,38.64,181.32,217.92,58.76,54.96,11.81,46.30
102,96.35,183.98,74.71,115.11,260.27,272.61,64.89,129.70,245.82,98.15,80.93,105.53,9.70,151.76,36.20,73.19,152.20,6.12,40.45,88.82,44.12,29.73,14.99,108.21,234.39,262.63,253.38,189.70,152.61,102.82,86.32,11.53,62.42,74.07,138.30,67.29,98.69,264.08,365.79,328.14,479.55,330.89,2.63,50.15,115.65,38.35,74.68,75.00,18.05,57.27,232.63,191.66,80.50,43.08,37.46,61.02
103,133.44,138.00,146.65,121.27,304.96,218.32,20.03,200.87,156.36,7.20,73.75,80.85,195.37,81.62,92.36,64.75,197.34,16.85,17.34,82.77,77.84,0.28,80.86,178.42,227.83,252.72,192.29,146.19,101.52,99.72,117.43,2.51,56.90,209.49,84.12,62.03,245.03,346.26,399.04,370.23,335.83,561.27,18.96,28.52,101.74,56.95,86.38,42.18,29.32,93.40,218.82,67.83,65.07,21.23,53.37,55.06
104,172.10,23.84,155.84,185.95,290.75,123.06,54.81,282.26,112.76,88.87,93.46,63.84,275.38,51.97,94.20,101.21,112.24,81.31,41.45,25.11,86.37,2.47,88.93,234.51,275.84,272.28,180.89,161.47,10.94,24.89,76.21,53.57,13.60,203.70,64.49,35.50,265.91,386.95,334.26,444.10,212.32,582.62,54.78,95.23,58.13,49.35,84.35,4.47,38.64,181.32,217.92,58.76,54.96,11.81,46.30,143.52
105,183.98,74.71,115.11,260.27,272.61,64.89,129.70,245.82,98.15,80.93,105.53,9.70,151.76,41.21,73.19,152.20,6.12,40.45,88.82,44.12,29.73,14.99,108.21,234.39,262.63,253.38,189.70,101.18,102.82,86.32,11.53,62.42,74.07,138.30,67.29,98.69,264.08,365.79,328.14,479.55,330.89,514.54,50.15,115.65,38.35,74.68,75.00,18.05,57.27,232.63,191.66,80.50,43.08,37.46,61.02,171.89
106,138.00,146.65,121.27,304.96,218.32,20.03,200.87,156.36,7.20,73.75,80.85,195.37,81.62,42.50,64.75,197.34,16.85,17.34,82.77,77.84,0.28,80.86,178.42,227.83,252.72,192.29,146.19,53.65,99.72,117.43,2.51,56.90,209.49,84.12,62.03,245.03,346.26,399.04,370.23,335.83,561.27,452.50,28.52,101.74,56.95,86.38,42.18,29.32,93.40,218.82,67.83,65.07,21.23,53.37,55.06,176.84
107,23.84,155.84,185.95,290.75,123.06,54.81,282.26,112.76,88.87,93.46,63.84,275.38,51.97,5.94,101.21,112.24,81.31,41.45,25.11,86.37,2.47,88.93,234.51,275.84,272.28,180.89,161.47,42.37,24.89,76.21,53.57,13.60,203.70,64.49,35.50,265.91,386.95,334.26,444.10,212.32,582.62,385.41,95.23,58.13,49.35,84.35,4.47,38.64,181.32,217.92,58.76,54.96,11.81,46.30,143.52,178.16
108,74.71,115.11,260.27,272.61,64.89,129.70,245.82,98.15,80.93,105.53,9.70,151.76,41.21,45.48,152.20,6.12,40.45,88.82,44.12,29.73,14.99,108.21,234.39,262.63,253.38,189.70,101.18,61.11,86.32,11.53,62.42,74.07,138.30,67.29,98.69,264.08,365.79,328.14,479.55,330.89,514.54,351.46,115.65,38.35,74.68,75.00,18.05,57.27,232.63,191.66,80.50,43.08,37.46,61.02,171.89,194.72
109,146.65,121.27,304.96,218.32,20.03,200.87,156.36,7.20,73.75,80.85,195.37,81.62,42.50,152.14,197.34,16.85,17.34,82.77,77.84,0.28,80.86,178.42,227.83,252.72,192.29,146.19,53.65,103.83,117.43,2.51,56.90,209.49,84.12,62.03,245.03,346.26,399.04,370.23,335.83,561.27,452.50,375.32,101.74,56.95,86.38,42.18,29.32,93.40,218.82,67.83,65.07,21.23,53.37,55.06,176.84,140.92
110,155.84,185.95,290.75,123.06,54.81,282.26,112.76,88.87,93.46,63.84,275.38,51.97,5.94,88.38,112.24,81.31,41.45,25.11,86.37,2.47,88.93,234.51,275.84,272.28,180.89,161.47,42.37,147.56,76.21,53.57,13.60,203.70,64.49,35.50,265.91,386.95,334.26,444.10,212.32,582.62,385.41,399.95,58.13,49.35,84.35,4.47,38.64,181.32,217.92,58.76,54.96,11.81,46.30,143.52,178.16,135.69
111,115.11,260.27,272.61,64.89,129.70,245.82,98.15,80.93,105.53,9.70,151.76,41.21,45.48,116.86,6.12,40.45,88.82,44.12,29.73,14.99,108.21,234.39,262.63,253.38,189.70,101.18,61.11,204.19,11.53,62.42,74.07,138.30,67.29,98.69,264.08,365.79,328.14,479.55,330.89,514.54,351.46,334.99,38.35,74.68,75.00,18.05,57.27,232.63,191.66,80.50,43.08,37.46,61.02,171.89,194.72,119.44
112,121.27,304.96,218.32,20.03,200.87,156.36,7.20,73.75,80.85,195.37,81.62,42.50,152.14,129.82,16.85,17.34,82.77,77.84,0.28,80.86,178.42,227.83,252.72,192.29,146.19,53.65,103.83,205.55,2.51,56.90,209.49,84.12,62.03,245.03,346.26,399.04,370.23,335.83,561.27,452.50,375.32,403.67,56.95,86.38,42.18,29.32,93.40,218.82,67.83,65.07,21.23,53.37,55.06,176.84,140.92,60.92
113,185.95,290.75,123.06,54.81,282.26,112.76,88.87,93.46,63.84,275.38,51.97,5.94,88.38,159.39,81.31,41.45,25.11,86.37,2.47,88.93,234.51,275.84,272.28,180.89,161.47,42.37,147.56,175.40,53.57,13.60,203.70,64.49,35.50,265.91,386.95,334.26,444.10,212.32,582.62,385.41,399.95,415.82,49.35,84.35,4.47,38.64,181.32,217.92,58.76,54.96,11.81,46.30,143.52,178.16,135.69,61.51
114,260.27,272.61,64.89,129.70,245.82,98.15,80.93,105.53,9.70,151.76,41.21,45.48,116.86,161.58,40.45,88.82,44.12,29.73,14.99,108.21,234.39,262.63,253.38,189.70,101.18,61.11,204.19,101.24,62.42,74.07,138.30,67.29,98.69,264.08,365.79,328.14,479.55,330.89,514.54,351.46,334.99,446.97,74.68,75.00,18.05,57.27,232.63,191.66,80.50,43.08,37.46,61.02,171.89,194.72,119.44,60.27
115,304.96,218.32,20.03,200.87,156.36,7.20,73.75,80.85,195.37,81.62,42.50,152.14,129.82,109.21,17.34,82.77,77.84,0.28,80.86,178.42,227.83,252.72,192.29,146.19,53.65,103.83,205.55,96.26,56.90,209.49,84.12,62.03,245.03,346.26,399.04,370.23,335.83,561.27,452.50,375.32,403.67,475.82,86.38,42.18,29.32,93.40,218.82,67.83,65.07,21.23,53.37,55.06,176.84,140.92,60.92,38.70
116,290.75,123.06,54.81,282.26,112.76,88.87,93.46,63.84,275.38,51.97,5.94,88.38,159.39,13.20,41.45,25.11,86.37,2.47,88.93,234.51,275.84,272.28,180.89,161.47,42.37,147.56,175.40,68.73,13.60,203.70,64.49,35.50,265.91,386.95,334.26,444.10,212.32,582.62,385.41,399.95,415.82,520.64,84.35,4.47,38.64,181.32,217.92,58.76,54.96,11.81,46.30,143.52,178.16,135.69,61.51,41.84
117,272.61,64.89,129.70,245.82,98.15,80.93,105.53,9.70,151.76,41.21,45.48,116.86,161.58,9.46,88.82,44.12,29.73,14.99,108.21,234.39,262.63,253.38,189.70,101.18,61.11,204.19,101.24,54.85,74.07,138.30,67.29,98.69,264.08,365.79,328.14,479.55,330.89,514.54,351.46,334.99,446.97,575.55,75.00,18.05,57.27,232.63,191.66,80.50,43.08,37.46,61.02,171.89,194.72,119.44,60.27,37.66
118,218.32,20.03,200.87,156.36,7.20,73.75,80.85,195.37,81.62,42.50,152.14,129.82,109.21,71.47,82.77,77.84,0.28,80.86,178.42,227.83,252.72,192.29,146.19,53.65,103.83,205.55,96.26,144.85,209.49,84.12,62.03,245.03,346.26,399.04,370.23,335.83,561.27,452.50,375.32,403.67,475.82,583.28,42.18,29.32,93.40,218.82,67.83,65.07,21.23,53.37,55.06,176.84,140.92,60.92,38.70,7.76
119,123.06,54.81,282.26,112.76,88.87,93.46,63.84,275.38,51.97,5.94,88.38,159.39,13.20,2.49,25.11,86.37,2.47,88.93,234.51,275.84,272.28,180.89,161.47,42.37,147.56,175.40,68.73,162.83,203.70,64.49,35.50,265.91,386.95,334.26,444.10,212.32,582.62,385.41,399.95,415.82,520.64,535.79,4.47,38.64,181.32,217.92,58.76,54.96,11.81,46.30,143.52,178.16,135.69,61.51,41.84,9.02
