,epo-22,epo-20,epo-18,epo-16,epo-14,epo-12,epo-10,epo-8,epo-6,epo-4,epo-2,epo0,epo2,epo4,epo6,epo8,epo10,epo12,epo14,epo16,nao-22,nao-20,nao-18,nao-16,nao-14,nao-12,nao-10,nao-8,nao-6,nao-4,nao-2,nao0,nao2,nao4,nao6,nao8,nao10,nao12,nao14,nao16,pna-22,pna-20,pna-18,pna-16,pna-14,pna-12,pna-10,pna-8,pna-6,pna-4,pna-2,pna0,pna2,pna4,pna6,pna8,pna10,pna12,pna14,pna16,wpo-22,wpo-20,wpo-18,wpo-16,wpo-14,wpo-12,wpo-10,wpo-8,wpo-6,wpo-4,wpo-2,wpo0,wpo2,wpo4,wpo6,wpo8,wpo10,wpo12,wpo14,wpo16
564,185.40,268.59,48.52,72.29,153.34,129.06,30.70,141.11,152.45,45.36,111.38,86.21,52.05,13.88,15.86,15.51,89.83,1.06,114.42,244.95,35.68,7.12,42.96,205.09,302.61,340.68,268.08,161.98,140.18,108.00,51.85,34.61,6.41,31.20,100.70,27.58,121.14,147.40,43.64,49.45,217.36,458.05,372.07,191.55,234.10,228.10,125.30,48.08,11.74,39.19,78.64,251.14,390.32,492.37,136.37,128.36,115.72,300.56,442.24,446.33,190.28,308.71,337.50,340.68,288.02,209.32,61.71,15.30,59.32,108.20,69.91,0.33,33.55,0.87,0.68,18.05,12.23,9.88,4.54,2.44
565,234.33,169.83,35.17,164.84,139.69,34.55,57.06,179.85,88.87,90.38,114.48,25.70,49.00,41.20,6.11,43.77,61.15,76.87,163.97,236.81,46.64,23.13,121.90,255.64,340.49,328.95,179.81,162.53,119.79,69.04,31.09,20.83,29.39,48.10,77.29,35.82,174.25,87.51,9.51,33.62,390.08,465.49,265.16,232.43,194.43,159.83,110.63,31.28,33.24,22.41,162.64,302.23,466.29,363.82,148.16,5.19,167.69,384.89,519.48,404.52,248.62,332.93,358.72,309.35,265.34,120.01,39.87,15.85,108.18,92.97,16.62,18.51,15.31,2.96,17.11,0.96,36.72,25.97,30.57,50.07
566,268.59,48.52,72.29,153.34,129.06,30.70,141.11,152.45,45.36,111.38,86.21,52.05,13.88,15.86,15.51,89.83,1.06,114.42,244.95,222.03,7.12,42.96,205.09,302.61,340.68,268.08,161.98,140.18,108.00,51.85,34.61,6.41,31.20,100.70,27.58,121.14,147.40,43.64,49.45,90.27,458.05,372.07,191.55,234.10,228.10,125.30,48.08,11.74,39.19,78.64,251.14,390.32,492.37,136.37,128.36,115.72,300.56,442.24,446.33,344.16,308.71,337.50,340.68,288.02,209.32,61.71,15.30,59.32,108.20,69.91,0.33,33.55,0.87,0.68,18.05,12.23,9.88,4.54,2.44,62.16
567,169.83,35.17,164.84,139.69,34.55,57.06,179.85,88.87,90.38,114.48,25.70,49.00,41.20,6.11,43.77,61.15,76.87,163.97,236.81,249.79,23.13,121.90,255.64,340.49,328.95,179.81,162.53,119.79,69.04,31.09,20.83,29.39,48.10,77.29,35.82,174.25,87.51,9.51,33.62,110.03,465.49,265.16,232.43,194.43,159.83,110.63,31.28,33.24,22.41,162.64,302.23,466.29,363.82,148.16,5.19,167.69,384.89,519.48,404.52,287.29,332.93,358.72,309.35,265.34,120.01,39.87,15.85,108.18,92.97,16.62,18.51,15.31,2.96,17.11,0.96,36.72,25.97,30.57,50.07,27.12
568,48.52,72.29,153.34,129.06,30.70,141.11,152.45,45.36,111.38,86.21,52.05,13.88,15.86,15.51,89.83,1.06,114.42,244.95,222.03,285.02,42.96,205.09,302.61,340.68,268.08,161.98,140.18,108.00,51.85,34.61,6.41,31.20,100.70,27.58,121.14,147.40,43.64,49.45,90.27,137.37,372.07,191.55,234.10,228.10,125.30,48.08,11.74,39.19,78.64,251.14,390.32,492.37,136.37,128.36,115.72,300.56,442.24,446.33,344.16,359.35,337.50,340.68,288.02,209.32,61.71,15.30,59.32,108.20,69.91,0.33,33.55,0.87,0.68,18.05,12.23,9.88,4.54,2.44,62.16,21.69
569,35.17,164.84,139.69,34.55,57.06,179.85,88.87,90.38,114.48,25.70,49.00,41.20,6.11,43.77,61.15,76.87,163.97,236.81,249.79,362.94,121.90,255.64,340.49,328.95,179.81,162.53,119.79,69.04,31.09,20.83,29.39,48.10,77.29,35.82,174.25,87.51,9.51,33.62,110.03,242.13,265.16,232.43,194.43,159.83,110.63,31.28,33.24,22.41,162.64,302.23,466.29,363.82,148.16,5.19,167.69,384.89,519.48,404.52,287.29,352.04,358.72,309.35,265.34,120.01,39.87,15.85,108.18,92.97,16.62,18.51,15.31,2.96,17.11,0.96,36.72,25.97,30.57,50.07,27.12,121.80
570,72.29,153.34,129.06,30.70,141.11,152.45,45.36,111.38,86.21,52.05,13.88,15.86,15.51,89.83,1.06,114.42,244.95,222.03,285.02,379.37,205.09,302.61,340.68,268.08,161.98,140.18,108.00,51.85,34.61,6.41,31.20,100.70,27.58,121.14,147.40,43.64,49.45,90.27,137.37,197.77,191.55,234.10,228.10,125.30,48.08,11.74,39.19,78.64,251.14,390.32,492.37,136.37,128.36,115.72,300.56,442.24,446.33,344.16,359.35,210.99,340.68,288.02,209.32,61.71,15.30,59.32,108.20,69.91,0.33,33.55,0.87,0.68,18.05,12.23,9.88,4.54,2.44,62.16,21.69,181.66
571,164.84,139.69,34.55,57.06,179.85,88.87,90.38,114.48,25.70,49.00,41.20,6.11,43.77,61.15,76.87,163.97,236.81,249.79,362.94,260.84,255.64,340.49,328.95,179.81,162.53,119.79,69.04,31.09,20.83,29.39,48.10,77.29,35.82,174.25,87.51,9.51,33.62,110.03,242.13,98.07,232.43,194.43,159.83,110.63,31.28,33.24,22.41,162.64,302.23,466.29,363.82,148.16,5.19,167.69,384.89,519.48,404.52,287.29,352.04,114.18,309.35,265.34,120.01,39.87,15.85,108.18,92.97,16.62,18.51,15.31,2.96,17.11,0.96,36.72,25.97,30.57,50.07,27.12,121.80,229.97
572,153.34,129.06,30.70,141.11,152.45,45.36,111.38,86.21,52.05,13.88,15.86,15.51,89.83,1.06,114.42,244.95,222.03,285.02,379.37,140.57,302.61,340.68,268.08,161.98,140.18,108.00,51.85,34.61,6.41,31.20,100.70,27.58,121.14,147.40,43.64,49.45,90.27,137.37,197.77,4.93,234.10,228.10,125.30,48.08,11.74,39.19,78.64,251.14,390.32,492.37,136.37,128.36,115.72,300.56,442.24,446.33,344.16,359.35,210.99,132.28,288.02,209.32,61.71,15.30,59.32,108.20,69.91,0.33,33.55,0.87,0.68,18.05,12.23,9.88,4.54,2.44,62.16,21.69,181.66,235.91
573,139.69,34.55,57.06,179.85,88.87,90.38,114.48,25.70,49.00,41.20,6.11,43.77,61.15,76.87,163.97,236.81,249.79,362.94,260.84,78.79,340.49,328.95,179.81,162.53,119.79,69.04,31.09,20.83,29.39,48.10,77.29,35.82,174.25,87.51,9.51,33.62,110.03,242.13,98.07,132.02,194.43,159.83,110.63,31.28,33.24,22.41,162.64,302.23,466.29,363.82,148.16,5.19,167.69,384.89,519.48,404.52,287.29,352.04,114.18,363.42,265.34,120.01,39.87,15.85,108.18,92.97,16.62,18.51,15.31,2.96,17.11,0.96,36.72,25.97,30.57,50.07,27.12,121.80,229.97,231.57
574,129.06,30.70,141.11,152.45,45.36,111.38,86.21,52.05,13.88,15.86,15.51,89.83,1.06,114.42,244.95,222.03,285.02,379.37,140.57,65.36,340.68,268.08,161.98,140.18,108.00,51.85,34.61,6.41,31.20,100.70,27.58,121.14,147.40,43.64,49.45,90.27,137.37,197.77,4.93,235.01,228.10,125.30,48.08,11.74,39.19,78.64,251.14,390.32,492.37,136.37,128.36,115.72,300.56,442.24,446.33,344.16,359.35,210.99,132.28,607.16,209.32,61.71,15.30,59.32,108.20,69.91,0.33,33.55,0.87,0.68,18.05,12.23,9.88,4.54,2.44,62.16,21.69,181.66,235.91,224.83
575,34.55,57.06,179.85,88.87,90.38,114.48,25.70,49.00,41.20,6.11,43.77,61.15,76.87,163.97,236.81,249.79,362.94,260.84,78.79,42.17,328.95,179.81,162.53,119.79,69.04,31.09,20.83,29.39,48.10,77.29,35.82,174.25,87.51,9.51,33.62,110.03,242.13,98.07,132.02,213.60,159.83,110.63,31.28,33.24,22.41,162.64,302.23,466.29,363.82,148.16,5.19,167.69,384.89,519.48,404.52,287.29,352.04,114.18,363.42,601.46,120.01,39.87,15.85,108.18,92.97,16.62,18.51,15.31,2.96,17.11,0.96,36.72,25.97,30.57,50.07,27.12,121.80,229.97,231.57,197.83
576,30.70,141.11,152.45,45.36,111.38,86.21,52.05,13.88,15.86,15.51,89.83,1.06,114.42,244.95,222.03,285.02,379.37,140.57,65.36,54.84,268.08,161.98,140.18,108.00,51.85,34.61,6.41,31.20,100.70,27.58,121.14,147.40,43.64,49.45,90.27,137.37,197.77,4.93,235.01,196.66,125.30,48.08,11.74,39.19,78.64,251.14,390.32,492.37,136.37,128.36,115.72,300.56,442.24,446.33,344.16,359.35,210.99,132.28,607.16,527.60,61.71,15.30,59.32,108.20,69.91,0.33,33.55,0.87,0.68,18.05,12.23,9.88,4.54,2.44,62.16,21.69,181.66,235.91,224.83,165.81
577,57.06,179.85,88.87,90.38,114.48,25.70,49.00,41.20,6.11,43.77,61.15,76.87,163.97,236.81,249.79,362.94,260.84,78.79,42.17,112.24,179.81,162.53,119.79,69.04,31.09,20.83,29.39,48.10,77.29,35.82,174.25,87.51,9.51,33.62,110.03,242.13,98.07,132.02,213.60,173.01,110.63,31.28,33.24,22.41,162.64,302.23,466.29,363.82,148.16,5.19,167.69,384.89,519.48,404.52,287.29,352.04,114.18,363.42,601.46,416.28,39.87,15.85,108.18,92.97,16.62,18.51,15.31,2.96,17.11,0.96,36.72,25.97,30.57,50.07,27.12,121.80,229.97,231.57,197.83,134.95
578,141.11,152.45,45.36,111.38,86.21,52.05,13.88,15.86,15.51,89.83,1.06,114.42,244.95,222.03,285.02,379.37,140.57,65.36,54.84,152.13,161.98,140.18,108.00,51.85,34.61,6.41,31.20,100.70,27.58,121.14,147.40,43.64,49.45,90.27,137.37,197.77,4.93,235.01,196.66,192.07,48.08,11.74,39.19,78.64,251.14,390.32,492.37,136.37,128.36,115.72,300.56,442.24,446.33,344.16,359.35,210.99,132.28,607.16,527.60,370.11,15.30,59.32,108.20,69.91,0.33,33.55,0.87,0.68,18.05,12.23,9.88,4.54,2.44,62.16,21.69,181.66,235.91,224.83,165.81,143.30
579,179.85,88.87,90.38,114.48,25.70,49.00,41.20,6.11,43.77,61.15,76.87,163.97,236.81,249.79,362.94,260.84,78.79,42.17,112.24,226.16,162.53,119.79,69.04,31.09,20.83,29.39,48.10,77.29,35.82,174.25,87.51,9.51,33.62,110.03,242.13,98.07,132.02,213.60,173.01,268.25,31.28,33.24,22.41,162.64,302.23,466.29,363.82,148.16,5.19,167.69,384.89,519.48,404.52,287.29,352.04,114.18,363.42,601.46,416.28,349.98,15.85,108.18,92.97,16.62,18.51,15.31,2.96,17.11,0.96,36.72,25.97,30.57,50.07,27.12,121.80,229.97,231.57,197.83,134.95,162.94
580,152.45,45.36,111.38,86.21,52.05,13.88,15.86,15.51,89.83,1.06,114.42,244.95,222.03,285.02,379.37,140.57,65.36,54.84,152.13,315.39,140.18,108.00,51.85,34.61,6.41,31.20,100.70,27.58,121.14,147.40,43.64,49.45,90.27,137.37,197.77,4.93,235.01,196.66,192.07,312.50,11.74,39.19,78.64,251.14,390.32,492.37,136.37,128.36,115.72,300.56,442.24,446.33,344.16,359.35,210.99,132.28,607.16,527.60,370.11,322.47,59.32,108.20,69.91,0.33,33.55,0.87,0.68,18.05,12.23,9.88,4.54,2.44,62.16,21.69,181.66,235.91,224.83,165.81,143.30,175.26
581,88.87,90.38,114.48,25.70,49.00,41.20,6.11,43.77,61.15,76.87,163.97,236.81,249.79,362.94,260.84,78.79,42.17,112.24,226.16,344.02,119.79,69.04,31.09,20.83,29.39,48.10,77.29,35.82,174.25,87.51,9.51,33.62,110.03,242.13,98.07,132.02,213.60,173.01,268.25,233.52,33.24,22.41,162.64,302.23,466.29,363.82,148.16,5.19,167.69,384.89,519.48,404.52,287.29,352.04,114.18,363.42,601.46,416.28,349.98,359.17,108.18,92.97,16.62,18.51,15.31,2.96,17.11,0.96,36.72,25.97,30.57,50.07,27.12,121.80,229.97,231.57,197.83,134.95,162.94,164.52
582,45.36,111.38,86.21,52.05,13.88,15.86,15.51,89.83,1.06,114.42,244.95,222.03,285.02,379.37,140.57,65.36,54.84,152.13,315.39,318.40,108.00,51.85,34.61,6.41,31.20,100.70,27.58,121.14,147.40,43.64,49.45,90.27,137.37,197.77,4.93,235.01,196.66,192.07,312.50,227.43,39.19,78.64,251.14,390.32,492.37,136.37,128.36,115.72,300.56,442.24,446.33,344.16,359.35,210.99,132.28,607.16,527.60,370.11,322.47,422.99,108.20,69.91,0.33,33.55,0.87,0.68,18.05,12.23,9.88,4.54,2.44,62.16,21.69,181.66,235.91,224.83,165.81,143.30,175.26,90.43
583,90.38,114.48,25.70,49.00,41.20,6.11,43.77,61.15,76.87,163.97,236.81,249.79,362.94,260.84,78.79,42.17,112.24,226.16,344.02,276.20,69.04,31.09,20.83,29.39,48.10,77.29,35.82,174.25,87.51,9.51,33.62,110.03,242.13,98.07,132.02,213.60,173.01,268.25,233.52,237.59,22.41,162.64,302.23,466.29,363.82,148.16,5.19,167.69,384.89,519.48,404.52,287.29,352.04,114.18,363.42,601.46,416.28,349.98,359.17,476.27,92.97,16.62,18.51,15.31,2.96,17.11,0.96,36.72,25.97,30.57,50.07,27.12,121.80,229.97,231.57,197.83,134.95,162.94,164.52,54.01
584,111.38,86.21,52.05,13.88,15.86,15.51,89.83,1.06,114.42,244.95,222.03,285.02,379.37,140.57,65.36,54.84,152.13,315.39,318.40,196.96,51.85,34.61,6.41,31.20,100.70,27.58,121.14,147.40,43.64,49.45,90.27,137.37,197.77,4.93,235.01,196.66,192.07,312.50,227.43,246.56,78.64,251.14,390.32,492.37,136.37,128.36,115.72,300.56,442.24,446.33,344.16,359.35,210.99,132.28,607.16,527.60,370.11,322.47,422.99,516.73,69.91,0.33,33.55,0.87,0.68,18.05,12.23,9.88,4.54,2.44,62.16,21.69,181.66,235.91,224.83,165.81,143.30,175.26,90.43,62.11
585,114.48,25.70,49.00,41.20,6.11,43.77,61.15,76.87,163.97,236.81,249.79,362.94,260.84,78.79,42.17,112.24,226.16,344.02,276.20,163.21,31.09,20.83,29.39,48.10,77.29,35.82,174.25,87.51,9.51,33.62,110.03,242.13,98.07,132.02,213.60,173.01,268.25,233.52,237.59,235.10,162.64,302.23,466.29,363.82,148.16,5.19,167.69,384.89,519.48,404.52,287.29,352.04,114.18,363.42,601.46,416.28,349.98,359.17,476.27,565.79,16.62,18.51,15.31,2.96,17.11,0.96,36.72,25.97,30.57,50.07,27.12,121.80,229.97,231.57,197.83,134.95,162.94,164.52,54.01,93.10
586,86.21,52.05,13.88,15.86,15.51,89.83,1.06,114.42,244.95,222.03,285.02,379.37,140.57,65.36,54.84,152.13,315.39,318.40,196.96,235.47,34.61,6.41,31.20,100.70,27.58,121.14,147.40,43.64,49.45,90.27,137.37,197.77,4.93,235.01,196.66,192.07,312.50,227.43,246.56,222.96,251.14,390.32,492.37,136.37,128.36,115.72,300.56,442.24,446.33,344.16,359.35,210.99,132.28,607.16,527.60,370.11,322.47,422.99,516.73,523.73,0.33,33.55,0.87,0.68,18.05,12.23,9.88,4.54,2.44,62.16,21.69,181.66,235.91,224.83,165.81,143.30,175.26,90.43,62.11,168.50
587,25.70,49.00,41.20,6.11,43.77,61.15,76.87,163.97,236.81,249.79,362.94,260.84,78.79,42.17,112.24,226.16,344.02,276.20,163.21,258.91,20.83,29.39,48.10,77.29,35.82,174.25,87.51,9.51,33.62,110.03,242.13,98.07,132.02,213.60,173.01,268.25,233.52,237.59,235.10,155.06,302.23,466.29,363.82,148.16,5.19,167.69,384.89,519.48,404.52,287.29,352.04,114.18,363.42,601.46,416.28,349.98,359.17,476.27,565.79,527.07,18.51,15.31,2.96,17.11,0.96,36.72,25.97,30.57,50.07,27.12,121.80,229.97,231.57,197.83,134.95,162.94,164.52,54.01,93.10,240.15
588,52.05,13.88,15.86,15.51,89.83,1.06,114.42,244.95,222.03,285.02,379.37,140.57,65.36,54.84,152.13,315.39,318.40,196.96,235.47,193.48,6.41,31.20,100.70,27.58,121.14,147.40,43.64,49.45,90.27,137.37,197.77,4.93,235.01,196.66,192.07,312.50,227.43,246.56,222.96,47.46,390.32,492.37,136.37,128.36,115.72,300.56,442.24,446.33,344.16,359.35,210.99,132.28,607.16,527.60,370.11,322.47,422.99,516.73,523.73,618.05,33.55,0.87,0.68,18.05,12.23,9.88,4.54,2.44,62.16,21.69,181.66,235.91,224.83,165.81,143.30,175.26,90.43,62.11,168.50,257.38
589,49.00,41.20,6.11,43.77,61.15,76.87,163.97,236.81,249.79,362.94,260.84,78.79,42.17,112.24,226.16,344.02,276.20,163.21,258.91,144.30,29.39,48.10,77.29,35.82,174.25,87.51,9.51,33.62,110.03,242.13,98.07,132.02,213.60,173.01,268.25,233.52,237.59,235.10,155.06,8.19,466.29,363.82,148.16,5.19,167.69,384.89,519.48,404.52,287.29,352.04,114.18,363.42,601.46,416.28,349.98,359.17,476.27,565.79,527.07,632.94,15.31,2.96,17.11,0.96,36.72,25.97,30.57,50.07,27.12,121.80,229.97,231.57,197.83,134.95,162.94,164.52,54.01,93.10,240.15,231.56
590,13.88,15.86,15.51,89.83,1.06,114.42,244.95,222.03,285.02,379.37,140.57,65.36,54.84,152.13,315.39,318.40,196.96,235.47,193.48,131.73,31.20,100.70,27.58,121.14,147.40,43.64,49.45,90.27,137.37,197.77,4.93,235.01,196.66,192.07,312.50,227.43,246.56,222.96,47.46,36.95,492.37,136.37,128.36,115.72,300.56,442.24,446.33,344.16,359.35,210.99,132.28,607.16,527.60,370.11,322.47,422.99,516.73,523.73,618.05,647.56,0.87,0.68,18.05,12.23,9.88,4.54,2.44,62.16,21.69,181.66,235.91,224.83,165.81,143.30,175.26,90.43,62.11,168.50,257.38,187.00
591,41.20,6.11,43.77,61.15,76.87,163.97,236.81,249.79,362.94,260.84,78.79,42.17,112.24,226.16,344.02,276.20,163.21,258.91,144.30,124.84,48.10,77.29,35.82,174.25,87.51,9.51,33.62,110.03,242.13,98.07,132.02,213.60,173.01,268.25,233.52,237.59,235.10,155.06,8.19,82.95,363.82,148.16,5.19,167.69,384.89,519.48,404.52,287.29,352.04,114.18,363.42,601.46,416.28,349.98,359.17,476.27,565.79,527.07,632.94,647.69,2.96,17.11,0.96,36.72,25.97,30.57,50.07,27.12,121.80,229.97,231.57,197.83,134.95,162.94,164.52,54.01,93.10,240.15,231.56,133.30
592,15.86,15.51,89.83,1.06,114.42,244.95,222.03,285.02,379.37,140.57,65.36,54.84,152.13,315.39,318.40,196.96,235.47,193.48,131.73,85.01,100.70,27.58,121.14,147.40,43.64,49.45,90.27,137.37,197.77,4.93,235.01,196.66,192.07,312.50,227.43,246.56,222.96,47.46,36.95,102.33,136.37,128.36,115.72,300.56,442.24,446.33,344.16,359.35,210.99,132.28,607.16,527.60,370.11,322.47,422.99,516.73,523.73,618.05,647.56,576.76,0.68,18.05,12.23,9.88,4.54,2.44,62.16,21.69,181.66,235.91,224.83,165.81,143.30,175.26,90.43,62.11,168.50,257.38,187.00,63.85
593,6.11,43.77,61.15,76.87,163.97,236.81,249.79,362.94,260.84,78.79,42.17,112.24,226.16,344.02,276.20,163.21,258.91,144.30,124.84,34.24,77.29,35.82,174.25,87.51,9.51,33.62,110.03,242.13,98.07,132.02,213.60,173.01,268.25,233.52,237.59,235.10,155.06,8.19,82.95,79.33,148.16,5.19,167.69,384.89,519.48,404.52,287.29,352.04,114.18,363.42,601.46,416.28,349.98,359.17,476.27,565.79,527.07,632.94,647.69,471.83,17.11,0.96,36.72,25.97,30.57,50.07,27.12,121.80,229.97,231.57,197.83,134.95,162.94,164.52,54.01,93.10,240.15,231.56,133.30,4.99
594,15.51,89.83,1.06,114.42,244.95,222.03,285.02,379.37,140.57,65.36,54.84,152.13,315.39,318.40,196.96,235.47,193.48,131.73,85.01,154.04,27.58,121.14,147.40,43.64,49.45,90.27,137.37,197.77,4.93,235.01,196.66,192.07,312.50,227.43,246.56,222.96,47.46,36.95,102.33,63.26,128.36,115.72,300.56,442.24,446.33,344.16,359.35,210.99,132.28,607.16,527.60,370.11,322.47,422.99,516.73,523.73,618.05,647.56,576.76,428.77,18.05,12.23,9.88,4.54,2.44,62.16,21.69,181.66,235.91,224.83,165.81,143.30,175.26,90.43,62.11,168.50,257.38,187.00,63.85,28.14
595,43.77,61.15,76.87,163.97,236.81,249.79,362.94,260.84,78.79,42.17,112.24,226.16,344.02,276.20,163.21,258.91,144.30,124.84,34.24,215.11,35.82,174.25,87.51,9.51,33.62,110.03,242.13,98.07,132.02,213.60,173.01,268.25,233.52,237.59,235.10,155.06,8.19,82.95,79.33,40.68,5.19,167.69,384.89,519.48,404.52,287.29,352.04,114.18,363.42,601.46,416.28,349.98,359.17,476.27,565.79,527.07,632.94,647.69,471.83,343.06,0.96,36.72,25.97,30.57,50.07,27.12,121.80,229.97,231.57,197.83,134.95,162.94,164.52,54.01,93.10,240.15,231.56,133.30,4.99,0.13
596,89.83,1.06,114.42,244.95,222.03,285.02,379.37,140.57,65.36,54.84,152.13,315.39,318.40,196.96,235.47,193.48,131.73,85.01,154.04,241.41,121.14,147.40,43.64,49.45,90.27,137.37,197.77,4.93,235.01,196.66,192.07,312.50,227.43,246.56,222.96,47.46,36.95,102.33,63.26,70.78,115.72,300.56,442.24,446.33,344.16,359.35,210.99,132.28,607.16,527.60,370.11,322.47,422.99,516.73,523.73,618.05,647.56,576.76,428.77,283.78,12.23,9.88,4.54,2.44,62.16,21.69,181.66,235.91,224.83,165.81,143.30,175.26,90.43,62.11,168.50,257.38,187.00,63.85,28.14,13.00
597,61.15,76.87,163.97,236.81,249.79,362.94,260.84,78.79,42.17,112.24,226.16,344.02,276.20,163.21,258.91,144.30,124.84,34.24,215.11,189.08,174.25,87.51,9.51,33.62,110.03,242.13,98.07,132.02,213.60,173.01,268.25,233.52,237.59,235.10,155.06,8.19,82.95,79.33,40.68,82.80,167.69,384.89,519.48,404.52,287.29,352.04,114.18,363.42,601.46,416.28,349.98,359.17,476.27,565.79,527.07,632.94,647.69,471.83,343.06,168.74,36.72,25.97,30.57,50.07,27.12,121.80,229.97,231.57,197.83,134.95,162.94,164.52,54.01,93.10,240.15,231.56,133.30,4.99,0.13,31.96
598,1.06,114.42,244.95,222.03,285.02,379.37,140.57,65.36,54.84,152.13,315.39,318.40,196.96,235.47,193.48,131.73,85.01,154.04,241.41,181.19,147.40,43.64,49.45,90.27,137.37,197.77,4.93,235.01,196.66,192.07,312.50,227.43,246.56,222.96,47.46,36.95,102.33,63.26,70.78,89.77,300.56,442.24,446.33,344.16,359.35,210.99,132.28,607.16,527.60,370.11,322.47,422.99,516.73,523.73,618.05,647.56,576.76,428.77,283.78,34.25,9.88,4.54,2.44,62.16,21.69,181.66,235.91,224.83,165.81,143.30,175.26,90.43,62.11,168.50,257.38,187.00,63.85,28.14,13.00,92.73
599,76.87,163.97,236.81,249.79,362.94,260.84,78.79,42.17,112.24,226.16,344.02,276.20,163.21,258.91,144.30,124.84,34.24,215.11,189.08,117.21,87.51,9.51,33.62,110.03,242.13,98.07,132.02,213.60,173.01,268.25,233.52,237.59,235.10,155.06,8.19,82.95,79.33,40.68,82.80,115.78,384.89,519.48,404.52,287.29,352.04,114.18,363.42,601.46,416.28,349.98,359.17,476.27,565.79,527.07,632.94,647.69,471.83,343.06,168.74,55.15,25.97,30.57,50.07,27.12,121.80,229.97,231.57,197.83,134.95,162.94,164.52,54.01,93.10,240.15,231.56,133.30,4.99,0.13,31.96,93.01
600,114.42,244.95,222.03,285.02,379.37,140.57,65.36,54.84,152.13,315.39,318.40,196.96,235.47,193.48,131.73,85.01,154.04,241.41,181.19,24.46,43.64,49.45,90.27,137.37,197.77,4.93,235.01,196.66,192.07,312.50,227.43,246.56,222.96,47.46,36.95,102.33,63.26,70.78,89.77,146.68,442.24,446.33,344.16,359.35,210.99,132.28,607.16,527.60,370.11,322.47,422.99,516.73,523.73,618.05,647.56,576.76,428.77,283.78,34.25,48.46,4.54,2.44,62.16,21.69,181.66,235.91,224.83,165.81,143.30,175.26,90.43,62.11,168.50,257.38,187.00,63.85,28.14,13.00,92.73,51.61
601,163.97,236.81,249.79,362.94,260.84,78.79,42.17,112.24,226.16,344.02,276.20,163.21,258.91,144.30,124.84,34.24,215.11,189.08,117.21,104.41,9.51,33.62,110.03,242.13,98.07,132.02,213.60,173.01,268.25,233.52,237.59,235.10,155.06,8.19,82.95,79.33,40.68,82.80,115.78,188.75,519.48,404.52,287.29,352.04,114.18,363.42,601.46,416.28,349.98,359.17,476.27,565.79,527.07,632.94,647.69,471.83,343.06,168.74,55.15,88.23,30.57,50.07,27.12,121.80,229.97,231.57,197.83,134.95,162.94,164.52,54.01,93.10,240.15,231.56,133.30,4.99,0.13,31.96,93.01,5.74
602,244.95,222.03,285.02,379.37,140.57,65.36,54.84,152.13,315.39,318.40,196.96,235.47,193.48,131.73,85.01,154.04,241.41,181.19,24.46,192.83,49.45,90.27,137.37,197.77,4.93,235.01,196.66,192.07,312.50,227.43,246.56,222.96,47.46,36.95,102.33,63.26,70.78,89.77,146.68,197.80,446.33,344.16,359.35,210.99,132.28,607.16,527.60,370.11,322.47,422.99,516.73,523.73,618.05,647.56,576.76,428.77,283.78,34.25,48.46,110.20,2.44,62.16,21.69,181.66,235.91,224.83,165.81,143.30,175.26,90.43,62.11,168.50,257.38,187.00,63.85,28.14,13.00,92.73,51.61,65.75
603,236.81,249.79,362.94,260.84,78.79,42.17,112.24,226.16,344.02,276.20,163.21,258.91,144.30,124.84,34.24,215.11,189.08,117.21,104.41,305.12,33.62,110.03,242.13,98.07,132.02,213.60,173.01,268.25,233.52,237.59,235.10,155.06,8.19,82.95,79.33,40.68,82.80,115.78,188.75,182.88,404.52,287.29,352.04,114.18,363.42,601.46,416.28,349.98,359.17,476.27,565.79,527.07,632.94,647.69,471.83,343.06,168.74,55.15,88.23,74.07,50.07,27.12,121.80,229.97,231.57,197.83,134.95,162.94,164.52,54.01,93.10,240.15,231.56,133.30,4.99,0.13,31.96,93.01,5.74,123.43
604,222.03,285.02,379.37,140.57,65.36,54.84,152.13,315.39,318.40,196.96,235.47,193.48,131.73,85.01,154.04,241.41,181.19,24.46,192.83,403.96,90.27,137.37,197.77,4.93,235.01,196.66,192.07,312.50,227.43,246.56,222.96,47.46,36.95,102.33,63.26,70.78,89.77,146.68,197.80,158.74,344.16,359.35,210.99,132.28,607.16,527.60,370.11,322.47,422.99,516.73,523.73,618.05,647.56,576.76,428.77,283.78,34.25,48.46,110.20,33.96,62.16,21.69,181.66,235.91,224.83,165.81,143.30,175.26,90.43,62.11,168.50,257.38,187.00,63.85,28.14,13.00,92.73,51.61,65.75,160.73
605,249.79,362.94,260.84,78.79,42.17,112.24,226.16,344.02,276.20,163.21,258.91,144.30,124.84,34.24,215.11,189.08,117.21,104.41,305.12,470.08,110.03,242.13,98.07,132.02,213.60,173.01,268.25,233.52,237.59,235.10,155.06,8.19,82.95,79.33,40.68,82.80,115.78,188.75,182.88,145.16,287.29,352.04,114.18,363.42,601.46,416.28,349.98,359.17,476.27,565.79,527.07,632.94,647.69,471.83,343.06,168.74,55.15,88.23,74.07,6.07,27.12,121.80,229.97,231.57,197.83,134.95,162.94,164.52,54.01,93.10,240.15,231.56,133.30,4.99,0.13,31.96,93.01,5.74,123.43,257.26
