,epo-22,epo-20,epo-18,epo-16,epo-14,epo-12,epo-10,epo-8,epo-6,epo-4,epo-2,epo0,epo2,epo4,epo6,epo8,epo10,epo12,epo14,epo16,nao-22,nao-20,nao-18,nao-16,nao-14,nao-12,nao-10,nao-8,nao-6,nao-4,nao-2,nao0,nao2,nao4,nao6,nao8,nao10,nao12,nao14,nao16,pna-22,pna-20,pna-18,pna-16,pna-14,pna-12,pna-10,pna-8,pna-6,pna-4,pna-2,pna0,pna2,pna4,pna6,pna8,pna10,pna12,pna14,pna16,wpo-22,wpo-20,wpo-18,wpo-16,wpo-14,wpo-12,wpo-10,wpo-8,wpo-6,wpo-4,wpo-2,wpo0,wpo2,wpo4,wpo6,wpo8,wpo10,wpo12,wpo14,wpo16
522,284.26,273.92,117.34,123.22,76.74,133.05,123.89,54.14,38.59,31.30,59.41,80.86,72.65,19.21,109.44,123.47,64.40,36.27,48.85,170.99,166.85,184.57,156.62,90.73,62.14,221.48,112.78,73.50,74.38,100.78,159.50,394.50,232.56,191.35,232.06,289.40,348.07,267.97,137.06,28.83,172.02,143.22,37.90,73.61,93.00,103.71,9.76,70.03,93.22,154.70,168.74,220.74,354.70,444.00,592.65,546.54,151.76,260.19,562.36,384.32,63.81,47.78,36.90,43.70,67.53,38.32,119.06,44.12,37.06,101.54,95.56,159.09,99.90,2.26,4.31,108.34,106.97,19.12,18.11,12.55
523,273.83,227.15,41.46,76.54,106.09,162.85,83.19,23.33,30.55,91.24,52.18,97.15,40.00,55.07,146.37,45.97,90.24,25.04,114.39,192.34,179.01,175.97,118.77,48.20,233.57,155.20,97.31,5.52,47.97,103.41,316.65,326.80,179.81,197.26,278.89,315.34,335.89,186.50,69.78,124.98,154.87,51.30,67.80,99.53,137.91,61.08,53.90,13.15,175.87,134.51,187.62,279.98,429.70,455.53,647.54,345.43,91.26,494.76,441.76,330.92,7.99,56.48,52.84,55.02,26.91,98.95,73.14,18.75,97.52,68.12,143.35,143.28,62.55,41.13,64.02,121.25,42.53,5.65,15.22,40.03
524,273.92,117.34,123.22,76.74,133.05,123.89,54.14,38.59,31.30,59.41,80.86,72.65,19.21,109.44,123.47,64.40,36.27,48.85,170.99,287.99,184.57,156.62,90.73,62.14,221.48,112.78,73.50,74.38,100.78,159.50,394.50,232.56,191.35,232.06,289.40,348.07,267.97,137.06,28.83,140.40,143.22,37.90,73.61,93.00,103.71,9.76,70.03,93.22,154.70,168.74,220.74,354.70,444.00,592.65,546.54,151.76,260.19,562.36,384.32,230.63,47.78,36.90,43.70,67.53,38.32,119.06,44.12,37.06,101.54,95.56,159.09,99.90,2.26,4.31,108.34,106.97,19.12,18.11,12.55,95.42
525,227.15,41.46,76.54,106.09,162.85,83.19,23.33,30.55,91.24,52.18,97.15,40.00,55.07,146.37,45.97,90.24,25.04,114.39,192.34,336.49,175.97,118.77,48.20,233.57,155.20,97.31,5.52,47.97,103.41,316.65,326.80,179.81,197.26,278.89,315.34,335.89,186.50,69.78,124.98,141.27,51.30,67.80,99.53,137.91,61.08,53.90,13.15,175.87,134.51,187.62,279.98,429.70,455.53,647.54,345.43,91.26,494.76,441.76,330.92,218.14,56.48,52.84,55.02,26.91,98.95,73.14,18.75,97.52,68.12,143.35,143.28,62.55,41.13,64.02,121.25,42.53,5.65,15.22,40.03,88.63
526,117.34,123.22,76.74,133.05,123.89,54.14,38.59,31.30,59.41,80.86,72.65,19.21,109.44,123.47,64.40,36.27,48.85,170.99,287.99,352.98,156.62,90.73,62.14,221.48,112.78,73.50,74.38,100.78,159.50,394.50,232.56,191.35,232.06,289.40,348.07,267.97,137.06,28.83,140.40,151.04,37.90,73.61,93.00,103.71,9.76,70.03,93.22,154.70,168.74,220.74,354.70,444.00,592.65,546.54,151.76,260.19,562.36,384.32,230.63,252.65,36.90,43.70,67.53,38.32,119.06,44.12,37.06,101.54,95.56,159.09,99.90,2.26,4.31,108.34,106.97,19.12,18.11,12.55,95.42,77.94
527,41.46,76.54,106.09,162.85,83.19,23.33,30.55,91.24,52.18,97.15,40.00,55.07,146.37,45.97,90.24,25.04,114.39,192.34,336.49,371.47,118.77,48.20,233.57,155.20,97.31,5.52,47.97,103.41,316.65,326.80,179.81,197.26,278.89,315.34,335.89,186.50,69.78,124.98,141.27,114.38,67.80,99.53,137.91,61.08,53.90,13.15,175.87,134.51,187.62,279.98,429.70,455.53,647.54,345.43,91.26,494.76,441.76,330.92,218.14,285.81,52.84,55.02,26.91,98.95,73.14,18.75,97.52,68.12,143.35,143.28,62.55,41.13,64.02,121.25,42.53,5.65,15.22,40.03,88.63,58.24
528,123.22,76.74,133.05,123.89,54.14,38.59,31.30,59.41,80.86,72.65,19.21,109.44,123.47,64.40,36.27,48.85,170.99,287.99,352.98,288.57,90.73,62.14,221.48,112.78,73.50,74.38,100.78,159.50,394.50,232.56,191.35,232.06,289.40,348.07,267.97,137.06,28.83,140.40,151.04,5.55,73.61,93.00,103.71,9.76,70.03,93.22,154.70,168.74,220.74,354.70,444.00,592.65,546.54,151.76,260.19,562.36,384.32,230.63,252.65,292.97,43.70,67.53,38.32,119.06,44.12,37.06,101.54,95.56,159.09,99.90,2.26,4.31,108.34,106.97,19.12,18.11,12.55,95.42,77.94,39.04
529,76.54,106.09,162.85,83.19,23.33,30.55,91.24,52.18,97.15,40.00,55.07,146.37,45.97,90.24,25.04,114.39,192.34,336.49,371.47,191.07,48.20,233.57,155.20,97.31,5.52,47.97,103.41,316.65,326.80,179.81,197.26,278.89,315.34,335.89,186.50,69.78,124.98,141.27,114.38,71.65,99.53,137.91,61.08,53.90,13.15,175.87,134.51,187.62,279.98,429.70,455.53,647.54,345.43,91.26,494.76,441.76,330.92,218.14,285.81,326.99,55.02,26.91,98.95,73.14,18.75,97.52,68.12,143.35,143.28,62.55,41.13,64.02,121.25,42.53,5.65,15.22,40.03,88.63,58.24,48.77
530,76.74,133.05,123.89,54.14,38.59,31.30,59.41,80.86,72.65,19.21,109.44,123.47,64.40,36.27,48.85,170.99,287.99,352.98,288.57,173.70,62.14,221.48,112.78,73.50,74.38,100.78,159.50,394.50,232.56,191.35,232.06,289.40,348.07,267.97,137.06,28.83,140.40,151.04,5.55,107.76,93.00,103.71,9.76,70.03,93.22,154.70,168.74,220.74,354.70,444.00,592.65,546.54,151.76,260.19,562.36,384.32,230.63,252.65,292.97,279.18,67.53,38.32,119.06,44.12,37.06,101.54,95.56,159.09,99.90,2.26,4.31,108.34,106.97,19.12,18.11,12.55,95.42,77.94,39.04,31.26
531,106.09,162.85,83.19,23.33,30.55,91.24,52.18,97.15,40.00,55.07,146.37,45.97,90.24,25.04,114.39,192.34,336.49,371.47,191.07,174.63,233.57,155.20,97.31,5.52,47.97,103.41,316.65,326.80,179.81,197.26,278.89,315.34,335.89,186.50,69.78,124.98,141.27,114.38,71.65,72.58,137.91,61.08,53.90,13.15,175.87,134.51,187.62,279.98,429.70,455.53,647.54,345.43,91.26,494.76,441.76,330.92,218.14,285.81,326.99,236.12,26.91,98.95,73.14,18.75,97.52,68.12,143.35,143.28,62.55,41.13,64.02,121.25,42.53,5.65,15.22,40.03,88.63,58.24,48.77,24.04
532,133.05,123.89,54.14,38.59,31.30,59.41,80.86,72.65,19.21,109.44,123.47,64.40,36.27,48.85,170.99,287.99,352.98,288.57,173.70,85.01,221.48,112.78,73.50,74.38,100.78,159.50,394.50,232.56,191.35,232.06,289.40,348.07,267.97,137.06,28.83,140.40,151.04,5.55,107.76,29.83,103.71,9.76,70.03,93.22,154.70,168.74,220.74,354.70,444.00,592.65,546.54,151.76,260.19,562.36,384.32,230.63,252.65,292.97,279.18,245.73,38.32,119.06,44.12,37.06,101.54,95.56,159.09,99.90,2.26,4.31,108.34,106.97,19.12,18.11,12.55,95.42,77.94,39.04,31.26,82.67
533,162.85,83.19,23.33,30.55,91.24,52.18,97.15,40.00,55.07,146.37,45.97,90.24,25.04,114.39,192.34,336.49,371.47,191.07,174.63,27.05,155.20,97.31,5.52,47.97,103.41,316.65,326.80,179.81,197.26,278.89,315.34,335.89,186.50,69.78,124.98,141.27,114.38,71.65,72.58,55.19,61.08,53.90,13.15,175.87,134.51,187.62,279.98,429.70,455.53,647.54,345.43,91.26,494.76,441.76,330.92,218.14,285.81,326.99,236.12,230.32,98.95,73.14,18.75,97.52,68.12,143.35,143.28,62.55,41.13,64.02,121.25,42.53,5.65,15.22,40.03,88.63,58.24,48.77,24.04,66.13
534,123.89,54.14,38.59,31.30,59.41,80.86,72.65,19.21,109.44,123.47,64.40,36.27,48.85,170.99,287.99,352.98,288.57,173.70,85.01,50.87,112.78,73.50,74.38,100.78,159.50,394.50,232.56,191.35,232.06,289.40,348.07,267.97,137.06,28.83,140.40,151.04,5.55,107.76,29.83,66.60,9.76,70.03,93.22,154.70,168.74,220.74,354.70,444.00,592.65,546.54,151.76,260.19,562.36,384.32,230.63,252.65,292.97,279.18,245.73,248.72,119.06,44.12,37.06,101.54,95.56,159.09,99.90,2.26,4.31,108.34,106.97,19.12,18.11,12.55,95.42,77.94,39.04,31.26,82.67,12.63
535,83.19,23.33,30.55,91.24,52.18,97.15,40.00,55.07,146.37,45.97,90.24,25.04,114.39,192.34,336.49,371.47,191.07,174.63,27.05,49.65,97.31,5.52,47.97,103.41,316.65,326.80,179.81,197.26,278.89,315.34,335.89,186.50,69.78,124.98,141.27,114.38,71.65,72.58,55.19,91.57,53.90,13.15,175.87,134.51,187.62,279.98,429.70,455.53,647.54,345.43,91.26,494.76,441.76,330.92,218.14,285.81,326.99,236.12,230.32,277.57,73.14,18.75,97.52,68.12,143.35,143.28,62.55,41.13,64.02,121.25,42.53,5.65,15.22,40.03,88.63,58.24,48.77,24.04,66.13,59.30
536,54.14,38.59,31.30,59.41,80.86,72.65,19.21,109.44,123.47,64.40,36.27,48.85,170.99,287.99,352.98,288.57,173.70,85.01,50.87,69.73,73.50,74.38,100.78,159.50,394.50,232.56,191.35,232.06,289.40,348.07,267.97,137.06,28.83,140.40,151.04,5.55,107.76,29.83,66.60,91.06,70.03,93.22,154.70,168.74,220.74,354.70,444.00,592.65,546.54,151.76,260.19,562.36,384.32,230.63,252.65,292.97,279.18,245.73,248.72,250.23,44.12,37.06,101.54,95.56,159.09,99.90,2.26,4.31,108.34,106.97,19.12,18.11,12.55,95.42,77.94,39.04,31.26,82.67,12.63,45.39
537,23.33,30.55,91.24,52.18,97.15,40.00,55.07,146.37,45.97,90.24,25.04,114.39,192.34,336.49,371.47,191.07,174.63,27.05,49.65,75.85,5.52,47.97,103.41,316.65,326.80,179.81,197.26,278.89,315.34,335.89,186.50,69.78,124.98,141.27,114.38,71.65,72.58,55.19,91.57,94.37,13.15,175.87,134.51,187.62,279.98,429.70,455.53,647.54,345.43,91.26,494.76,441.76,330.92,218.14,285.81,326.99,236.12,230.32,277.57,245.11,18.75,97.52,68.12,143.35,143.28,62.55,41.13,64.02,121.25,42.53,5.65,15.22,40.03,88.63,58.24,48.77,24.04,66.13,59.30,38.65
538,38.59,31.30,59.41,80.86,72.65,19.21,109.44,123.47,64.40,36.27,48.85,170.99,287.99,352.98,288.57,173.70,85.01,50.87,69.73,79.88,74.38,100.78,159.50,394.50,232.56,191.35,232.06,289.40,348.07,267.97,137.06,28.83,140.40,151.04,5.55,107.76,29.83,66.60,91.06,115.73,93.22,154.70,168.74,220.74,354.70,444.00,592.65,546.54,151.76,260.19,562.36,384.32,230.63,252.65,292.97,279.18,245.73,248.72,250.23,184.38,37.06,101.54,95.56,159.09,99.90,2.26,4.31,108.34,106.97,19.12,18.11,12.55,95.42,77.94,39.04,31.26,82.67,12.63,45.39,121.17
539,30.55,91.24,52.18,97.15,40.00,55.07,146.37,45.97,90.24,25.04,114.39,192.34,336.49,371.47,191.07,174.63,27.05,49.65,75.85,36.36,47.97,103.41,316.65,326.80,179.81,197.26,278.89,315.34,335.89,186.50,69.78,124.98,141.27,114.38,71.65,72.58,55.19,91.57,94.37,132.08,175.87,134.51,187.62,279.98,429.70,455.53,647.54,345.43,91.26,494.76,441.76,330.92,218.14,285.81,326.99,236.12,230.32,277.57,245.11,124.80,97.52,68.12,143.35,143.28,62.55,41.13,64.02,121.25,42.53,5.65,15.22,40.03,88.63,58.24,48.77,24.04,66.13,59.30,38.65,175.63
540,76.13,74.21,79.05,105.21,67.66,92.12,135.95,172.79,160.38,222.92,260.21,184.26,185.40,268.59,48.52,72.29,153.34,129.06,30.70,141.11,109.15,0.65,26.76,43.44,24.56,97.59,145.82,86.48,108.15,99.69,57.10,99.93,35.68,7.12,42.96,205.09,302.61,340.68,268.08,161.98,335.03,120.30,90.38,115.67,115.01,17.04,164.32,450.49,630.62,540.04,378.44,167.55,217.36,458.05,372.07,191.55,234.10,228.10,125.30,48.08,54.40,10.69,41.10,52.07,78.88,40.50,13.81,20.98,19.22,64.32,83.71,143.85,190.28,308.71,337.50,340.68,288.02,209.32,61.71,15.30
541,117.37,88.79,61.68,91.77,31.55,145.45,127.07,205.52,157.90,279.35,199.64,162.33,234.33,169.83,35.17,164.84,139.69,34.55,57.06,179.85,58.01,31.61,19.01,18.55,70.18,121.59,121.16,91.15,146.11,41.79,125.21,26.70,46.64,23.13,121.90,255.64,340.49,328.95,179.81,162.53,278.44,24.81,116.72,102.16,54.66,52.51,335.17,527.86,622.61,420.55,296.78,6.70,390.08,465.49,265.16,232.43,194.43,159.83,110.63,31.28,16.26,57.30,47.17,65.58,87.53,9.54,25.42,34.50,62.79,67.70,117.23,152.82,248.62,332.93,358.72,309.35,265.34,120.01,39.87,15.85
542,74.21,79.05,105.21,67.66,92.12,135.95,172.79,160.38,222.92,260.21,184.26,185.40,268.59,48.52,72.29,153.34,129.06,30.70,141.11,152.45,0.65,26.76,43.44,24.56,97.59,145.82,86.48,108.15,99.69,57.10,99.93,35.68,7.12,42.96,205.09,302.61,340.68,268.08,161.98,140.18,120.30,90.38,115.67,115.01,17.04,164.32,450.49,630.62,540.04,378.44,167.55,217.36,458.05,372.07,191.55,234.10,228.10,125.30,48.08,11.74,10.69,41.10,52.07,78.88,40.50,13.81,20.98,19.22,64.32,83.71,143.85,190.28,308.71,337.50,340.68,288.02,209.32,61.71,15.30,59.32
543,88.79,61.68,91.77,31.55,145.45,127.07,205.52,157.90,279.35,199.64,162.33,234.33,169.83,35.17,164.84,139.69,34.55,57.06,179.85,88.87,31.61,19.01,18.55,70.18,121.59,121.16,91.15,146.11,41.79,125.21,26.70,46.64,23.13,121.90,255.64,340.49,328.95,179.81,162.53,119.79,24.81,116.72,102.16,54.66,52.51,335.17,527.86,622.61,420.55,296.78,6.70,390.08,465.49,265.16,232.43,194.43,159.83,110.63,31.28,33.24,57.30,47.17,65.58,87.53,9.54,25.42,34.50,62.79,67.70,117.23,152.82,248.62,332.93,358.72,309.35,265.34,120.01,39.87,15.85,108.18
544,79.05,105.21,67.66,92.12,135.95,172.79,160.38,222.92,260.21,184.26,185.40,268.59,48.52,72.29,153.34,129.06,30.70,141.11,152.45,45.36,26.76,43.44,24.56,97.59,145.82,86.48,108.15,99.69,57.10,99.93,35.68,7.12,42.96,205.09,302.61,340.68,268.08,161.98,140.18,108.00,90.38,115.67,115.01,17.04,164.32,450.49,630.62,540.04,378.44,167.55,217.36,458.05,372.07,191.55,234.10,228.10,125.30,48.08,11.74,39.19,41.10,52.07,78.88,40.50,13.81,20.98,19.22,64.32,83.71,143.85,190.28,308.71,337.50,340.68,288.02,209.32,61.71,15.30,59.32,108.20
545,61.68,91.77,31.55,145.45,127.07,205.52,157.90,279.35,199.64,162.33,234.33,169.83,35.17,164.84,139.69,34.55,57.06,179.85,88.87,90.38,19.01,18.55,70.18,121.59,121.16,91.15,146.11,41.79,125.21,26.70,46.64,23.13,121.90,255.64,340.49,328.95,179.81,162.53,119.79,69.04,116.72,102.16,54.66,52.51,335.17,527.86,622.61,420.55,296.78,6.70,390.08,465.49,265.16,232.43,194.43,159.83,110.63,31.28,33.24,22.41,47.17,65.58,87.53,9.54,25.42,34.50,62.79,67.70,117.23,152.82,248.62,332.93,358.72,309.35,265.34,120.01,39.87,15.85,108.18,92.97
546,105.21,67.66,92.12,135.95,172.79,160.38,222.92,260.21,184.26,185.40,268.59,48.52,72.29,153.34,129.06,30.70,141.11,152.45,45.36,111.38,43.44,24.56,97.59,145.82,86.48,108.15,99.69,57.10,99.93,35.68,7.12,42.96,205.09,302.61,340.68,268.08,161.98,140.18,108.00,51.85,115.67,115.01,17.04,164.32,450.49,630.62,540.04,378.44,167.55,217.36,458.05,372.07,191.55,234.10,228.10,125.30,48.08,11.74,39.19,78.64,52.07,78.88,40.50,13.81,20.98,19.22,64.32,83.71,143.85,190.28,308.71,337.50,340.68,288.02,209.32,61.71,15.30,59.32,108.20,69.91
547,91.77,31.55,145.45,127.07,205.52,157.90,279.35,199.64,162.33,234.33,169.83,35.17,164.84,139.69,34.55,57.06,179.85,88.87,90.38,114.48,18.55,70.18,121.59,121.16,91.15,146.11,41.79,125.21,26.70,46.64,23.13,121.90,255.64,340.49,328.95,179.81,162.53,119.79,69.04,31.09,102.16,54.66,52.51,335.17,527.86,622.61,420.55,296.78,6.70,390.08,465.49,265.16,232.43,194.43,159.83,110.63,31.28,33.24,22.41,162.64,65.58,87.53,9.54,25.42,34.50,62.79,67.70,117.23,152.82,248.62,332.93,358.72,309.35,265.34,120.01,39.87,15.85,108.18,92.97,16.62
548,67.66,92.12,135.95,172.79,160.38,222.92,260.21,184.26,185.40,268.59,48.52,72.29,153.34,129.06,30.70,141.11,152.45,45.36,111.38,86.21,24.56,97.59,145.82,86.48,108.15,99.69,57.10,99.93,35.68,7.12,42.96,205.09,302.61,340.68,268.08,161.98,140.18,108.00,51.85,34.61,115.01,17.04,164.32,450.49,630.62,540.04,378.44,167.55,217.36,458.05,372.07,191.55,234.10,228.10,125.30,48.08,11.74,39.19,78.64,251.14,78.88,40.50,13.81,20.98,19.22,64.32,83.71,143.85,190.28,308.71,337.50,340.68,288.02,209.32,61.71,15.30,59.32,108.20,69.91,0.33
549,31.55,145.45,127.07,205.52,157.90,279.35,199.64,162.33,234.33,169.83,35.17,164.84,139.69,34.55,57.06,179.85,88.87,90.38,114.48,25.70,70.18,121.59,121.16,91.15,146.11,41.79,125.21,26.70,46.64,23.13,121.90,255.64,340.49,328.95,179.81,162.53,119.79,69.04,31.09,20.83,54.66,52.51,335.17,527.86,622.61,420.55,296.78,6.70,390.08,465.49,265.16,232.43,194.43,159.83,110.63,31.28,33.24,22.41,162.64,302.23,87.53,9.54,25.42,34.50,62.79,67.70,117.23,152.82,248.62,332.93,358.72,309.35,265.34,120.01,39.87,15.85,108.18,92.97,16.62,18.51
550,92.12,135.95,172.79,160.38,222.92,260.21,184.26,185.40,268.59,48.52,72.29,153.34,129.06,30.70,141.11,152.45,45.36,111.38,86.21,52.05,97.59,145.82,86.48,108.15,99.69,57.10,99.93,35.68,7.12,42.96,205.09,302.61,340.68,268.08,161.98,140.18,108.00,51.85,34.61,6.41,17.04,164.32,450.49,630.62,540.04,378.44,167.55,217.36,458.05,372.07,191.55,234.10,228.10,125.30,48.08,11.74,39.19,78.64,251.14,390.32,40.50,13.81,20.98,19.22,64.32,83.71,143.85,190.28,308.71,337.50,340.68,288.02,209.32,61.71,15.30,59.32,108.20,69.91,0.33,33.55
551,145.45,127.07,205.52,157.90,279.35,199.64,162.33,234.33,169.83,35.17,164.84,139.69,34.55,57.06,179.85,88.87,90.38,114.48,25.70,49.00,121.59,121.16,91.15,146.11,41.79,125.21,26.70,46.64,23.13,121.90,255.64,340.49,328.95,179.81,162.53,119.79,69.04,31.09,20.83,29.39,52.51,335.17,527.86,622.61,420.55,296.78,6.70,390.08,465.49,265.16,232.43,194.43,159.83,110.63,31.28,33.24,22.41,162.64,302.23,466.29,9.54,25.42,34.50,62.79,67.70,117.23,152.82,248.62,332.93,358.72,309.35,265.34,120.01,39.87,15.85,108.18,92.97,16.62,18.51,15.31
552,135.95,172.79,160.38,222.92,260.21,184.26,185.40,268.59,48.52,72.29,153.34,129.06,30.70,141.11,152.45,45.36,111.38,86.21,52.05,13.88,145.82,86.48,108.15,99.69,57.10,99.93,35.68,7.12,42.96,205.09,302.61,340.68,268.08,161.98,140.18,108.00,51.85,34.61,6.41,31.20,164.32,450.49,630.62,540.04,378.44,167.55,217.36,458.05,372.07,191.55,234.10,228.10,125.30,48.08,11.74,39.19,78.64,251.14,390.32,492.37,13.81,20.98,19.22,64.32,83.71,143.85,190.28,308.71,337.50,340.68,288.02,209.32,61.71,15.30,59.32,108.20,69.91,0.33,33.55,0.87
553,127.07,205.52,157.90,279.35,199.64,162.33,234.33,169.83,35.17,164.84,139.69,34.55,57.06,179.85,88.87,90.38,114.48,25.70,49.00,41.20,121.16,91.15,146.11,41.79,125.21,26.70,46.64,23.13,121.90,255.64,340.49,328.95,179.81,162.53,119.79,69.04,31.09,20.83,29.39,48.10,335.17,527.86,622.61,420.55,296.78,6.70,390.08,465.49,265.16,232.43,194.43,159.83,110.63,31.28,33.24,22.41,162.64,302.23,466.29,363.82,25.42,34.50,62.79,67.70,117.23,152.82,248.62,332.93,358.72,309.35,265.34,120.01,39.87,15.85,108.18,92.97,16.62,18.51,15.31,2.96
554,172.79,160.38,222.92,260.21,184.26,185.40,268.59,48.52,72.29,153.34,129.06,30.70,141.11,152.45,45.36,111.38,86.21,52.05,13.88,15.86,86.48,108.15,99.69,57.10,99.93,35.68,7.12,42.96,205.09,302.61,340.68,268.08,161.98,140.18,108.00,51.85,34.61,6.41,31.20,100.70,450.49,630.62,540.04,378.44,167.55,217.36,458.05,372.07,191.55,234.10,228.10,125.30,48.08,11.74,39.19,78.64,251.14,390.32,492.37,136.37,20.98,19.22,64.32,83.71,143.85,190.28,308.71,337.50,340.68,288.02,209.32,61.71,15.30,59.32,108.20,69.91,0.33,33.55,0.87,0.68
555,205.52,157.90,279.35,199.64,162.33,234.33,169.83,35.17,164.84,139.69,34.55,57.06,179.85,88.87,90.38,114.48,25.70,49.00,41.20,6.11,91.15,146.11,41.79,125.21,26.70,46.64,23.13,121.90,255.64,340.49,328.95,179.81,162.53,119.79,69.04,31.09,20.83,29.39,48.10,77.29,527.86,622.61,420.55,296.78,6.70,390.08,465.49,265.16,232.43,194.43,159.83,110.63,31.28,33.24,22.41,162.64,302.23,466.29,363.82,148.16,34.50,62.79,67.70,117.23,152.82,248.62,332.93,358.72,309.35,265.34,120.01,39.87,15.85,108.18,92.97,16.62,18.51,15.31,2.96,17.11
556,160.38,222.92,260.21,184.26,185.40,268.59,48.52,72.29,153.34,129.06,30.70,141.11,152.45,45.36,111.38,86.21,52.05,13.88,15.86,15.51,108.15,99.69,57.10,99.93,35.68,7.12,42.96,205.09,302.61,340.68,268.08,161.98,140.18,108.00,51.85,34.61,6.41,31.20,100.70,27.58,630.62,540.04,378.44,167.55,217.36,458.05,372.07,191.55,234.10,228.10,125.30,48.08,11.74,39.19,78.64,251.14,390.32,492.37,136.37,128.36,19.22,64.32,83.71,143.85,190.28,308.71,337.50,340.68,288.02,209.32,61.71,15.30,59.32,108.20,69.91,0.33,33.55,0.87,0.68,18.05
557,157.90,279.35,199.64,162.33,234.33,169.83,35.17,164.84,139.69,34.55,57.06,179.85,88.87,90.38,114.48,25.70,49.00,41.20,6.11,43.77,146.11,41.79,125.21,26.70,46.64,23.13,121.90,255.64,340.49,328.95,179.81,162.53,119.79,69.04,31.09,20.83,29.39,48.10,77.29,35.82,622.61,420.55,296.78,6.70,390.08,465.49,265.16,232.43,194.43,159.83,110.63,31.28,33.24,22.41,162.64,302.23,466.29,363.82,148.16,5.19,62.79,67.70,117.23,152.82,248.62,332.93,358.72,309.35,265.34,120.01,39.87,15.85,108.18,92.97,16.62,18.51,15.31,2.96,17.11,0.96
558,222.92,260.21,184.26,185.40,268.59,48.52,72.29,153.34,129.06,30.70,141.11,152.45,45.36,111.38,86.21,52.05,13.88,15.86,15.51,89.83,99.69,57.10,99.93,35.68,7.12,42.96,205.09,302.61,340.68,268.08,161.98,140.18,108.00,51.85,34.61,6.41,31.20,100.70,27.58,121.14,540.04,378.44,167.55,217.36,458.05,372.07,191.55,234.10,228.10,125.30,48.08,11.74,39.19,78.64,251.14,390.32,492.37,136.37,128.36,115.72,64.32,83.71,143.85,190.28,308.71,337.50,340.68,288.02,209.32,61.71,15.30,59.32,108.20,69.91,0.33,33.55,0.87,0.68,18.05,12.23
559,279.35,199.64,162.33,234.33,169.83,35.17,164.84,139.69,34.55,57.06,179.85,88.87,90.38,114.48,25.70,49.00,41.20,6.11,43.77,61.15,41.79,125.21,26.70,46.64,23.13,121.90,255.64,340.49,328.95,179.81,162.53,119.79,69.04,31.09,20.83,29.39,48.10,77.29,35.82,174.25,420.55,296.78,6.70,390.08,465.49,265.16,232.43,194.43,159.83,110.63,31.28,33.24,22.41,162.64,302.23,466.29,363.82,148.16,5.19,167.69,67.70,117.23,152.82,248.62,332.93,358.72,309.35,265.34,120.01,39.87,15.85,108.18,92.97,16.62,18.51,15.31,2.96,17.11,0.96,36.72
560,260.21,184.26,185.40,268.59,48.52,72.29,153.34,129.06,30.70,141.11,152.45,45.36,111.38,86.21,52.05,13.88,15.86,15.51,89.83,1.06,57.10,99.93,35.68,7.12,42.96,205.09,302.61,340.68,268.08,161.98,140.18,108.00,51.85,34.61,6.41,31.20,100.70,27.58,121.14,147.40,378.44,167.55,217.36,458.05,372.07,191.55,234.10,228.10,125.30,48.08,11.74,39.19,78.64,251.14,390.32,492.37,136.37,128.36,115.72,300.56,83.71,143.85,190.28,308.71,337.50,340.68,288.02,209.32,61.71,15.30,59.32,108.20,69.91,0.33,33.55,0.87,0.68,18.05,12.23,9.88
561,199.64,162.33,234.33,169.83,35.17,164.84,139.69,34.55,57.06,179.85,88.87,90.38,114.48,25.70,49.00,41.20,6.11,43.77,61.15,76.87,125.21,26.70,46.64,23.13,121.90,255.64,340.49,328.95,179.81,162.53,119.79,69.04,31.09,20.83,29.39,48.10,77.29,35.82,174.25,87.51,296.78,6.70,390.08,465.49,265.16,232.43,194.43,159.83,110.63,31.28,33.24,22.41,162.64,302.23,466.29,363.82,148.16,5.19,167.69,384.89,117.23,152.82,248.62,332.93,358.72,309.35,265.34,120.01,39.87,15.85,108.18,92.97,16.62,18.51,15.31,2.96,17.11,0.96,36.72,25.97
562,184.26,185.40,268.59,48.52,72.29,153.34,129.06,30.70,141.11,152.45,45.36,111.38,86.21,52.05,13.88,15.86,15.51,89.83,1.06,114.42,99.93,35.68,7.12,42.96,205.09,302.61,340.68,268.08,161.98,140.18,108.00,51.85,34.61,6.41,31.20,100.70,27.58,121.14,147.40,43.64,167.55,217.36,458.05,372.07,191.55,234.10,228.10,125.30,48.08,11.74,39.19,78.64,251.14,390.32,492.37,136.37,128.36,115.72,300.56,442.24,143.85,190.28,308.71,337.50,340.68,288.02,209.32,61.71,15.30,59.32,108.20,69.91,0.33,33.55,0.87,0.68,18.05,12.23,9.88,4.54
563,162.33,234.33,169.83,35.17,164.84,139.69,34.55,57.06,179.85,88.87,90.38,114.48,25.70,49.00,41.20,6.11,43.77,61.15,76.87,163.97,26.70,46.64,23.13,121.90,255.64,340.49,328.95,179.81,162.53,119.79,69.04,31.09,20.83,29.39,48.10,77.29,35.82,174.25,87.51,9.51,6.70,390.08,465.49,265.16,232.43,194.43,159.83,110.63,31.28,33.24,22.41,162.64,302.23,466.29,363.82,148.16,5.19,167.69,384.89,519.48,152.82,248.62,332.93,358.72,309.35,265.34,120.01,39.87,15.85,108.18,92.97,16.62,18.51,15.31,2.96,17.11,0.96,36.72,25.97,30.57
